obs, invprob, loglike
520691, 0.0505256, -0.0518468
520692, 0.0501439, -0.0514447
520693, 0.219682, -1.51557
520694, 0.141685, -0.152784
520695, 0.20421, -0.22842
520743, 0.0510905, -0.0524419
520744, 0.0505926, -0.0519173
520745, 0.0501779, -0.0514806
520746, 0.0498047, -2.99965
520757, 0.0473862, -0.0485458
520761, 0.0510905, -0.0524419
520762, 0.0505926, -2.98395
520884, 0.0473862, -0.0485458
520885, 0.0473862, -0.0485458
520886, 0.0473862, -3.04942
520887, 0.0459205, -0.0470082
520888, 0.0510905, -0.0524419
520889, 0.0505926, -2.98395
520923, 0.0473185, -0.0484746
520936, 0.0473185, -0.0484746
520937, 0.0473185, -0.0484746
520992, 0.0510905, -0.0524419
520993, 0.0505926, -0.0519173
520994, 0.0501779, -2.99218
521060, 0.0473862, -0.0485458
521349, 0.0458791, -0.0469648
521350, 0.0458791, -0.0469648
521351, 0.0458791, -0.0469648
521352, 0.0458791, -0.0469648
521353, 0.0458791, -0.0469648
521354, 0.0458791, -0.0469648
521355, 0.0458791, -0.0469648
521356, 0.0458791, -0.0469648
521357, 0.0458791, -0.0469648
521358, 0.0458791, -0.0469648
521359, 0.0458791, -0.0469648
521360, 0.0458791, -0.0469648
521361, 0.0458791, -0.0469648
521362, 0.0458791, -0.0469648
521363, 0.0458791, -0.0469648
521364, 0.0458791, -0.0469648
521365, 0.0458791, -0.0469648
521366, 0.0458791, -0.0469648
521367, 0.0458791, -0.0469648
521368, 0.0458791, -0.0469648
521369, 0.0458791, -0.0469648
521370, 0.0458791, -0.0469648
521371, 0.0458791, -0.0469648
521372, 0.0458791, -0.0469648
521373, 0.0458791, -0.0469648
521374, 0.0458791, -0.0469648
521375, 0.0458791, -0.0469648
521482, 0.233924, -0.266473
521483, 0.227528, -0.258159
521484, 0.222144, -1.50443
521621, 0.116943, -0.124365
521622, 0.116943, -0.124365
521623, 0.116943, -0.124365
521624, 0.116943, -2.14607
523222, 0.0466463, -3.06516
523223, 0.0408388, -0.0416961
523224, 0.0466463, -0.0477693
523225, 0.0466463, -0.0477693
523226, 0.0466463, -0.0477693
523227, 0.0466463, -0.0477693
523228, 0.0466463, -0.0477693
523229, 0.0466463, -0.0477693
523230, 0.0466463, -0.0477693
523231, 0.0466463, -0.0477693
523736, 0.0448057, -0.0458405
523737, 0.0448057, -0.0458405
523738, 0.0448057, -0.0458405
523739, 0.0448057, -0.0458405
523740, 0.0448057, -0.0458405
523741, 0.0448057, -0.0458405
523742, 0.0448057, -0.0458405
523842, 0.047253, -3.05224
523868, 0.0510905, -2.97416
523885, 0.0473862, -0.0485458
523886, 0.0473862, -3.04942
523906, 0.0473862, -0.0485458
523907, 0.0473862, -3.04942
523946, 0.0460654, -0.0471602
523947, 0.0460654, -3.07769
523961, 0.0476487, -0.0488213
524067, 0.0460654, -0.0471602
524068, 0.0460654, -3.07769
524109, 0.0460654, -0.0471602
524110, 0.0460654, -3.07769
524190, 0.0460654, -0.0471602
524191, 0.0460654, -3.07769
524230, 0.0460654, -0.0471602
524231, 0.0460654, -3.07769
524307, 0.0460654, -0.0471602
524308, 0.0460654, -3.07769
524313, 0.0460654, -0.0471602
524314, 0.0460654, -0.0471602
524315, 0.0460654, -0.0471602
524321, 0.0476487, -3.0439
524325, 0.0476487, -0.0488213
524408, 0.0460654, -0.0471602
524409, 0.0460654, -3.07769
524529, 0.0474725, -0.0486363
524530, 0.0509802, -2.97632
524543, 0.0474725, -0.0486363
524548, 0.0474725, -3.0476
525027, 0.0465295, -0.0476468
525028, 0.0465295, -0.0476468
525029, 0.0465295, -0.0476468
525030, 0.0465295, -0.0476468
525031, 0.0465295, -0.0476468
525032, 0.0465295, -0.0476468
525033, 0.0465295, -0.0476468
525034, 0.0465295, -0.0476468
525035, 0.0465295, -0.0476468
525036, 0.0465295, -0.0476468
525213, 0.111422, -0.118133
525214, 0.109628, -0.116116
525215, 0.108076, -0.114375
525216, 0.10668, -0.112811
525217, 0.105424, -0.111405
525218, 0.104293, -0.110142
525219, 0.103275, -0.109006
525220, 0.102359, -0.107985
525221, 0.101559, -0.107094
525222, 0.100869, -0.106327
525223, 0.100248, -2.3001
525224, 0.0455743, -0.0466455
525225, 0.0462669, -0.0473714
525226, 0.0462412, -0.0473444
525227, 0.046218, -0.0473201
525228, 0.0461971, -0.0472982
525229, 0.0461783, -0.0472786
525230, 0.0461614, -0.0472608
525231, 0.0461462, -0.0472449
525264, 0.0473862, -0.0485458
525265, 0.0473862, -3.04942
525279, 0.0473862, -0.0485458
525280, 0.0473862, -3.04942
525826, 0.0458843, -0.0469703
525827, 0.045915, -0.0470025
525828, 0.0459459, -0.0470349
525829, 0.0459737, -3.07969
525830, 0.0405904, -0.0414372
525831, 0.0460212, -0.0471138
525832, 0.0460414, -0.047135
525833, 0.0460597, -0.0471542
525834, 0.0460817, -0.0471772
525835, 0.0461087, -0.0472056
525931, 0.047253, -0.0484059
525932, 0.0507577, -0.0520911
525933, 0.0502879, -2.98999
525934, 0.0497728, -0.0510541
526155, 0.047266, -0.0484195
526156, 0.0470757, -0.0482198
526338, 0.116943, -0.124365
526339, 0.116943, -0.124365
526340, 0.116943, -0.124365
526341, 0.116943, -0.124365
526342, 0.116943, -0.124365
526343, 0.116943, -0.124365
526344, 0.116943, -0.124365
526345, 0.116943, -0.124365
526346, 0.116943, -0.124365
526347, 0.116943, -0.124365
526348, 0.116943, -0.124365
526349, 0.116943, -0.124365
526350, 0.116943, -0.124365
526351, 0.116943, -0.124365
526352, 0.116943, -0.124365
526353, 0.116943, -0.124365
526354, 0.116943, -0.124365
526355, 0.116943, -2.14607
526556, 0.0458873, -0.0469735
526557, 0.0458873, -0.0469735
526558, 0.0458873, -3.08157
526559, 0.0400198, -0.0408426
526560, 0.0458873, -0.0469735
526561, 0.0458873, -0.0469735
526562, 0.0458873, -0.0469735
526563, 0.0458873, -0.0469735
526564, 0.0458873, -0.0469735
526565, 0.0458873, -0.0469735
526566, 0.0458873, -0.0469735
526567, 0.0458873, -0.0469735
526568, 0.0458873, -0.0469735
526569, 0.0458873, -0.0469735
526570, 0.0458873, -0.0469735
526571, 0.0458873, -0.0469735
526572, 0.0458873, -0.0469735
526573, 0.0458873, -0.0469735
526763, 0.0449358, -0.0459767
526764, 0.0449358, -0.0459767
526765, 0.0449358, -0.0459767
526803, 0.0473862, -0.0485458
526842, 0.172484, -0.189327
526843, 0.169834, -0.186129
526844, 0.167545, -0.183376
526845, 0.0474725, -0.0486363
526846, 0.0474725, -0.0486363
526869, 0.0474725, -3.0476
526877, 0.0473862, -0.0485458
526878, 0.0473862, -3.04942
526882, 0.0473862, -0.0485458
526884, 0.0473862, -0.0485458
526885, 0.193092, -1.64459
526886, 0.135825, -0.14598
526887, 0.185118, -0.204712
526888, 0.18181, -1.70479
526891, 0.0510905, -0.0524419
526892, 0.0505926, -2.98395
527046, 0.0476868, -0.0488613
527049, 0.225541, -1.48925
527050, 0.156881, -0.170647
527051, 0.27702, -1.28366
527052, 0.209913, -0.235613
527053, 0.405152, -0.51945
527054, 0.376695, -0.472719
527055, 0.434358, -0.833886
527056, 0.080591, -0.0840242
527057, 0.072076, -2.63003
527058, 0.0661347, -2.71606
527059, 0.0624973, -0.0645356
527060, 0.0590083, -0.060821
527061, 0.0569616, -2.86538
527068, 0.233924, -0.266473
527069, 0.227528, -1.48048
527088, 0.116943, -0.124365
527089, 0.116943, -0.124365
527090, 0.116943, -0.124365
527091, 0.116943, -0.124365
527092, 0.116943, -0.124365
527093, 0.116943, -0.124365
527094, 0.116943, -0.124365
527095, 0.116943, -0.124365
527096, 0.116943, -0.124365
527146, 0.0504095, -0.0517245
527147, 0.0500363, -0.0513315
527148, 0.0497176, -0.050996
527149, 0.0494307, -0.0506942
527202, 0.0500992, -0.0513977
527203, 0.0498715, -0.051158
527263, 0.0465295, -0.0476468
527264, 0.0458899, -0.0469762
527265, 0.0459336, -3.08056
527266, 0.0404361, -0.0412764
527267, 0.0460161, -0.0471085
527268, 0.0460513, -3.078
527269, 0.0403588, -0.0411958
527270, 0.0461115, -0.0472085
527271, 0.0461371, -0.0472353
527272, 0.0461672, -0.0472669
527311, 0.2537, -0.292627
527312, 0.243779, -1.41149
527313, 0.0755324, -0.0785372
527314, 0.0633311, -0.0654254
527315, 0.0626302, -0.0646774
527728, 0.152188, -0.165096
527729, 0.18754, -0.207688
527730, 0.183784, -0.203076
527731, 0.180539, -0.199108
527732, 0.177619, -0.195551
527733, 0.17499, -0.19236
527734, 0.172625, -1.75663
527735, 0.0417785, -0.0426764
527736, 0.0454651, -3.09081
527922, 0.0458899, -0.0469762
527923, 0.0463025, -0.0474088
527924, 0.0461381, -0.0472364
527925, 0.0460211, -0.0471137
527926, 0.0459158, -0.0470033
527927, 0.0459014, -0.0469882
528365, 0.0474725, -0.0486363
528545, 0.0465295, -3.06767
528546, 0.0405239, -0.0413679
528547, 0.0465295, -0.0476468
528548, 0.0465295, -0.0476468
528549, 0.0465295, -0.0476468
528550, 0.0465295, -0.0476468
528551, 0.0465295, -0.0476468
528552, 0.0465295, -0.0476468
528553, 0.0465295, -0.0476468
528554, 0.0465295, -0.0476468
529343, 0.0461056, -0.0472023
529344, 0.0461369, -0.0472351
529345, 0.0461697, -3.07543
529346, 0.0409042, -0.0417643
529347, 0.0462257, -0.0473283
529348, 0.0462496, -0.0473533
529349, 0.0462711, -0.0473758
530260, 0.0473862, -0.0485458
530261, 0.0473862, -3.04942
530341, 0.0473862, -0.0485458
530342, 0.0473862, -3.04942
530360, 0.0473862, -0.0485458
530361, 0.0473862, -3.04942
530379, 0.0473862, -0.0485458
530380, 0.0473862, -3.04942
530436, 0.0473862, -0.0485458
530437, 0.0473862, -3.04942
530498, 0.0509802, -0.0523256
530513, 0.0474725, -0.0486363
530514, 0.185792, -0.205539
530515, 0.18191, -0.200783
530516, 0.17857, -0.196709
530517, 0.175564, -1.73975
530535, 0.0510905, -0.0524419
530536, 0.0505926, -0.0519173
530537, 0.0501779, -2.99218
530590, 0.0460654, -3.07769
530598, 0.0460654, -0.0471602
530599, 0.0476487, -0.0488213
530600, 0.0474446, -0.048607
530601, 0.0472715, -0.0484253
530610, 0.0476487, -0.0488213
530611, 0.0474446, -3.04819
530612, 0.0467798, -0.0479093
530716, 0.0460654, -0.0471602
530717, 0.0460654, -3.07769
530720, 0.0476487, -0.0488213
530721, 0.0474446, -3.04819
530879, 0.0460654, -0.0471602
530880, 0.0460654, -3.07769
530917, 0.0460654, -0.0471602
530918, 0.0460654, -3.07769
531123, 0.0460654, -0.0471602
531124, 0.0460654, -3.07769
531319, 0.0477198, -0.0488959
531320, 0.0477198, -0.0488959
531321, 0.0477198, -0.0488959
531819, 0.0477327, -0.0489095
531820, 0.0477327, -0.0489095
531821, 0.0477327, -0.0489095
531822, 0.0477327, -0.0489095
532792, 0.0473862, -0.0485458
532793, 0.0473862, -0.0485458
532883, 0.0473862, -0.0485458
532884, 0.0473862, -3.04942
533344, 0.045288, -0.0463456
533345, 0.0453138, -0.0463726
533346, 0.0453439, -0.0464041
533347, 0.0453709, -0.0464324
533348, 0.0453952, -0.0464578
533349, 0.0454171, -0.0464808
533350, 0.0454368, -0.0465014
533351, 0.0454545, -0.04652
533352, 0.0454823, -0.0465491
533353, 0.0455228, -0.0465915
533523, 0.0466463, -0.0477693
533524, 0.0466463, -0.0477693
533525, 0.0466463, -0.0477693
533526, 0.0466463, -0.0477693
533527, 0.0466463, -0.0477693
533528, 0.0466463, -0.0477693
533529, 0.0466463, -0.0477693
533530, 0.0466463, -0.0477693
533531, 0.0466463, -0.0477693
533532, 0.0466463, -0.0477693
533613, 0.0466463, -0.0477693
533614, 0.0466463, -0.0477693
533615, 0.0466463, -0.0477693
533616, 0.0466463, -0.0477693
533617, 0.0466463, -0.0477693
533618, 0.0466463, -0.0477693
533619, 0.0466463, -0.0477693
533620, 0.0466463, -0.0477693
533621, 0.0466463, -0.0477693
533622, 0.0466463, -0.0477693
533631, 0.0466463, -0.0477693
533632, 0.0466463, -0.0477693
533633, 0.0466463, -0.0477693
533634, 0.0466463, -0.0477693
533635, 0.0466463, -0.0477693
533636, 0.0466463, -0.0477693
533637, 0.0466463, -0.0477693
533638, 0.0466463, -0.0477693
533639, 0.0466463, -0.0477693
533640, 0.0466463, -0.0477693
533811, 0.0466463, -0.0477693
533812, 0.0466463, -0.0477693
533813, 0.0466463, -0.0477693
533814, 0.0466463, -0.0477693
533815, 0.0466463, -0.0477693
533816, 0.0466463, -3.06516
533817, 0.0408388, -0.0416961
534997, 0.0507577, -0.0520911
534998, 0.0502879, -0.0515964
534999, 0.049896, -0.0511838
535000, 0.0495434, -0.0508127
535292, 0.0468055, -0.0479363
535293, 0.0466405, -0.0477632
535294, 0.0465028, -0.0476187
535295, 0.0463788, -0.0474887
535296, 0.0462672, -0.0473717
535297, 0.0461668, -0.0472665
535339, 0.0500992, -0.0513977
535342, 0.0500992, -0.0513977
535492, 0.0460654, -0.0471602
535493, 0.0460654, -3.07769
535550, 0.0497211, -0.0509998
535551, 0.0494855, -3.00607
535552, 0.0502137, -0.0515183
535572, 0.0466463, -0.0477693
535573, 0.0461056, -0.0472023
535574, 0.0461369, -0.0472351
535575, 0.0461697, -0.0472695
535576, 0.0461992, -0.0473004
535577, 0.0462257, -0.0473283
535578, 0.0462496, -0.0473533
535579, 0.0462711, -0.0473758
535580, 0.0462905, -0.0473961
535581, 0.0463158, -0.0474227
535980, 0.047253, -0.0484059
535981, 0.047253, -0.0484059
535982, 0.047253, -0.0484059
535983, 0.047253, -0.0484059
535984, 0.047253, -0.0484059
535985, 0.047253, -0.0484059
535986, 0.047253, -0.0484059
535987, 0.047253, -0.0484059
535988, 0.047253, -0.0484059
535989, 0.047253, -0.0484059
535990, 0.047253, -0.0484059
535991, 0.047253, -0.0484059
535992, 0.047253, -0.0484059
535993, 0.047253, -0.0484059
535994, 0.047253, -0.0484059
535995, 0.047253, -0.0484059
535996, 0.047253, -0.0484059
535997, 0.047253, -0.0484059
535998, 0.047253, -0.0484059
535999, 0.047253, -0.0484059
536000, 0.047253, -0.0484059
536001, 0.047253, -0.0484059
536002, 0.047253, -0.0484059
536003, 0.047253, -0.0484059
536004, 0.047253, -0.0484059
536005, 0.047253, -0.0484059
536006, 0.047253, -0.0484059
536135, 0.047253, -0.0484059
536136, 0.047253, -0.0484059
536137, 0.047253, -0.0484059
536138, 0.047253, -0.0484059
536139, 0.047253, -0.0484059
536140, 0.047253, -0.0484059
536141, 0.047253, -0.0484059
536674, 0.047253, -0.0484059
536675, 0.047253, -0.0484059
536676, 0.047253, -0.0484059
536677, 0.047253, -0.0484059
536678, 0.047253, -0.0484059
536679, 0.047253, -0.0484059
536680, 0.047253, -0.0484059
537048, 0.047253, -0.0484059
537049, 0.047253, -0.0484059
537050, 0.047253, -0.0484059
537051, 0.047253, -0.0484059
537052, 0.047253, -0.0484059
537053, 0.047253, -0.0484059
537054, 0.047253, -0.0484059
537055, 0.047253, -0.0484059
538166, 0.0463524, -0.0474611
538167, 0.0463524, -0.0474611
538168, 0.0463524, -0.0474611
538169, 0.0463524, -0.0474611
538170, 0.0463524, -0.0474611
538171, 0.0463524, -0.0474611
538172, 0.0463524, -0.0474611
538173, 0.0463524, -0.0474611
538174, 0.0463524, -0.0474611
538175, 0.0463524, -0.0474611
538176, 0.0463524, -0.0474611
538177, 0.0463524, -0.0474611
538178, 0.0463524, -0.0474611
538179, 0.0463524, -0.0474611
538180, 0.0463524, -0.0474611
538181, 0.0463524, -0.0474611
538182, 0.0463524, -0.0474611
538183, 0.0463524, -0.0474611
538184, 0.0463524, -0.0474611
538185, 0.0463524, -0.0474611
538186, 0.0463524, -0.0474611
538187, 0.0463524, -0.0474611
538188, 0.0463524, -0.0474611
538189, 0.0463524, -0.0474611
538190, 0.0463524, -0.0474611
538191, 0.0463524, -0.0474611
538192, 0.0463524, -0.0474611
539289, 0.0463524, -0.0474611
539290, 0.0463524, -0.0474611
539291, 0.0463524, -0.0474611
539292, 0.0463524, -0.0474611
539293, 0.0463524, -0.0474611
539294, 0.0463524, -0.0474611
539295, 0.0463524, -0.0474611
539618, 0.0477198, -0.0488959
539619, 0.0477198, -0.0488959
542766, 0.0455634, -0.0466341
542767, 0.0455634, -0.0466341
543589, 0.0492826, -0.0505385
544306, 0.047253, -3.05224
544423, 0.0473862, -0.0485458
544529, 0.0474725, -0.0486363
544530, 0.0474725, -0.0486363
544531, 0.0474725, -3.0476
544540, 0.0473862, -0.0485458
544541, 0.0510905, -0.0524419
544542, 0.0505926, -0.0519173
544543, 0.0501779, -0.0514806
544544, 0.0498047, -0.0510877
544545, 0.0494688, -0.0507343
544546, 0.0491665, -0.0504163
544940, 0.139438, -0.15017
544941, 0.139438, -0.15017
544942, 0.139438, -0.15017
544943, 0.139438, -0.15017
544944, 0.139438, -0.15017
544945, 0.139438, -0.15017
544946, 0.139438, -0.15017
544947, 0.139438, -0.15017
544948, 0.139438, -0.15017
544949, 0.139438, -0.15017
544950, 0.139438, -0.15017
544951, 0.169313, -0.185502
545001, 0.0500992, -0.0513977
545015, 0.0458791, -0.0469648
545016, 0.0458791, -0.0469648
545017, 0.0458791, -0.0469648
545018, 0.0458791, -0.0469648
545019, 0.0458791, -0.0469648
545020, 0.0458791, -0.0469648
545021, 0.0458791, -0.0469648
545022, 0.0458791, -0.0469648
545023, 0.0458791, -0.0469648
545118, 0.0473862, -0.0485458
545119, 0.0473862, -3.04942
545134, 0.047253, -0.0484059
545135, 0.047253, -3.05224
545164, 0.0474725, -0.0486363
545307, 0.0460654, -0.0471602
545308, 0.0460654, -3.07769
545324, 0.0460654, -0.0471602
545325, 0.0460654, -3.07769
545343, 0.0460654, -0.0471602
545344, 0.0460654, -3.07769
545363, 0.0460654, -0.0471602
545364, 0.0460654, -3.07769
545381, 0.0460654, -0.0471602
545382, 0.0460654, -3.07769
545434, 0.0476487, -0.0488213
545435, 0.0474446, -0.048607
545436, 0.0472715, -3.05185
545570, 0.0473862, -0.0485458
545571, 0.0473862, -0.0485458
545572, 0.0473862, -0.0485458
545573, 0.0473862, -0.0485458
545574, 0.0473862, -0.0485458
545575, 0.0473862, -0.0485458
545576, 0.0473862, -0.0485458
545579, 0.0510905, -2.97416
545580, 0.05098, -0.0523254
545584, 0.153925, -1.87129
545589, 0.0473862, -0.0485458
548846, 0.0500992, -0.0513977
548847, 0.0498715, -0.051158
548848, 0.0496748, -0.0509511
548849, 0.0494978, -0.0507648
550694, 0.0497211, -0.0509998
550695, 0.0536234, -0.0551147
550749, 0.0473862, -0.0485458
550750, 0.0473862, -3.04942
550811, 0.193092, -0.214546
550812, 0.188793, -0.209232
550813, 0.185118, -0.204712
550814, 0.18181, -1.70479
550824, 0.0509802, -0.0523256
550825, 0.0505256, -0.0518468
550826, 0.0501439, -0.0514447
550827, 0.0498002, -2.99974
550837, 0.0473862, -0.0485458
550838, 0.0473862, -3.04942
550891, 0.136775, -1.98942
550954, 0.0474725, -0.0486363
550955, 0.0474725, -0.0486363
550956, 0.0474725, -0.0486363
550957, 0.0474725, -0.0486363
550958, 0.0474725, -3.0476
551148, 0.0460654, -0.0471602
551149, 0.0460654, -3.07769
551203, 0.0476487, -0.0488213
551204, 0.0474446, -0.048607
551205, 0.0472715, -3.05185
551222, 0.0460654, -0.0471602
551223, 0.0460654, -3.07769
551293, 0.0460654, -0.0471602
551294, 0.0460654, -0.0471602
551295, 0.0460654, -3.07769
551421, 0.0460654, -0.0471602
551422, 0.0460654, -3.07769
552408, 0.0510905, -2.97416
552409, 0.05098, -0.0523254
552413, 0.0510905, -0.0524419
552452, 0.0476972, -0.0488723
552453, 0.0476972, -0.0488723
552454, 0.0476972, -0.0488723
552951, 0.047266, -0.0484195
552952, 0.0470757, -0.0482198
552953, 0.046916, -0.0480522
552954, 0.0467723, -0.0479015
552955, 0.046643, -0.0477658
552956, 0.0465266, -0.0476437
552957, 0.0464218, -0.0475339
552958, 0.0463276, -0.047435
552959, 0.0462601, -0.0473643
552960, 0.046222, -0.0473243
552961, 0.0461877, -0.0472884
552962, 0.0461568, -0.047256
552963, 0.046129, -0.0472269
552964, 0.046104, -0.0472007
553109, 0.047253, -0.0484059
553110, 0.047253, -0.0484059
553111, 0.047253, -0.0484059
553112, 0.047253, -0.0484059
553113, 0.047253, -0.0484059
553114, 0.047253, -0.0484059
553115, 0.047253, -0.0484059
553533, 0.0458843, -0.0469703
553534, 0.045915, -0.0470025
553535, 0.0459459, -0.0470349
553536, 0.0459737, -3.07969
553537, 0.0405904, -0.0414372
553538, 0.0460212, -0.0471138
553539, 0.0460414, -0.047135
553540, 0.0460597, -0.0471542
553541, 0.0460817, -0.0471772
553542, 0.0461087, -0.0472056
554162, 0.0463524, -0.0474611
555029, 0.0463524, -0.0474611
555030, 0.0463524, -0.0474611
555031, 0.0463524, -0.0474611
555032, 0.0463524, -0.0474611
555033, 0.0463524, -0.0474611
562237, 0.0477327, -0.0489095
562238, 0.0477327, -0.0489095
562239, 0.0477327, -0.0489095
562240, 0.0477327, -0.0489095
562241, 0.0477327, -0.0489095
562242, 0.0477327, -0.0489095
562243, 0.0477327, -0.0489095
562244, 0.0477327, -0.0489095
562245, 0.0477327, -0.0489095
562246, 0.0477327, -0.0489095
562247, 0.0477327, -0.0489095
565236, 0.128102, -0.137083
565237, 0.125283, -0.133854
565238, 0.122894, -0.131128
565239, 0.120745, -0.12868
565240, 0.11881, -0.126482
565241, 0.117069, -0.124508
565242, 0.115502, -2.15847
565243, 0.0438938, -0.0448863
565244, 0.0459384, -0.047027
565245, 0.0459089, -0.0469961
565246, 0.0458824, -0.0469683
565247, 0.0458585, -0.0469433
565248, 0.0458371, -0.0469208
565249, 0.0458177, -0.0469006
565250, 0.0458003, -0.0468823
565251, 0.0457847, -0.0468659
565252, 0.0457706, -0.0468511
565282, 0.0473862, -0.0485458
565283, 0.0473862, -0.0485458
565284, 0.0473862, -0.0485458
565285, 0.0473862, -0.0485458
565286, 0.0473862, -0.0485458
565287, 0.0473862, -0.0485458
565288, 0.193092, -0.214546
565289, 0.188793, -0.209232
565290, 0.185118, -0.204712
565291, 0.18181, -1.70479
569180, 0.0507236, -0.0520552
569181, 0.0503704, -0.0516832
569182, 0.0500665, -0.0513633
569183, 0.049793, -0.0510754
569233, 0.0465295, -0.0476468
569234, 0.0465295, -0.0476468
569235, 0.0465295, -0.0476468
569236, 0.0465295, -0.0476468
569237, 0.0465295, -0.0476468
569238, 0.0465295, -0.0476468
569239, 0.0465295, -0.0476468
569240, 0.0465295, -0.0476468
569241, 0.0465295, -0.0476468
569242, 0.0465295, -0.0476468
569296, 0.0461056, -3.07682
569297, 0.0410217, -0.0418868
569308, 0.0466463, -0.0477693
569309, 0.0466463, -0.0477693
569310, 0.0466463, -0.0477693
569311, 0.0466463, -0.0477693
569312, 0.0466463, -0.0477693
569313, 0.0466463, -0.0477693
569314, 0.0466463, -0.0477693
569315, 0.0466463, -0.0477693
569316, 0.0466463, -0.0477693
569317, 0.0466463, -0.0477693
569327, 0.0466463, -0.0477693
569328, 0.0466463, -0.0477693
569329, 0.0466463, -0.0477693
569330, 0.0466463, -0.0477693
569331, 0.0466463, -0.0477693
569332, 0.0466463, -0.0477693
569333, 0.0466463, -0.0477693
569334, 0.0466463, -0.0477693
569335, 0.0466463, -0.0477693
569336, 0.0466463, -0.0477693
569346, 0.0466463, -0.0477693
569347, 0.0466463, -0.0477693
569348, 0.0466463, -0.0477693
569349, 0.0466463, -0.0477693
569350, 0.0466463, -0.0477693
569351, 0.0466463, -0.0477693
569352, 0.0466463, -0.0477693
569353, 0.0466463, -0.0477693
569354, 0.0466463, -0.0477693
569355, 0.0466463, -0.0477693
569365, 0.0466463, -0.0477693
569366, 0.0466463, -0.0477693
569367, 0.0466463, -0.0477693
569368, 0.0466463, -3.06516
569369, 0.0408388, -0.0416961
569465, 0.0466463, -0.0477693
569466, 0.0466463, -0.0477693
569467, 0.0466463, -0.0477693
569468, 0.0466463, -3.06516
569469, 0.0408388, -0.0416961
569503, 0.0466463, -0.0477693
569504, 0.0466463, -0.0477693
569505, 0.0466463, -0.0477693
569506, 0.0466463, -0.0477693
569507, 0.0466463, -0.0477693
569508, 0.0466463, -0.0477693
569509, 0.0466463, -0.0477693
569510, 0.0466463, -0.0477693
569511, 0.0466463, -0.0477693
569512, 0.0466463, -0.0477693
569556, 0.0466463, -0.0477693
569557, 0.0466463, -0.0477693
569558, 0.0466463, -0.0477693
569559, 0.0466463, -0.0477693
569560, 0.0466463, -0.0477693
569561, 0.0466463, -0.0477693
569562, 0.0466463, -0.0477693
569563, 0.0466463, -0.0477693
569564, 0.0466463, -0.0477693
569565, 0.0466463, -0.0477693
569638, 0.0477327, -3.04214
569639, 0.0483312, -0.0495382
576800, 0.0477198, -0.0488959
576801, 0.0477198, -0.0488959
576802, 0.0477198, -0.0488959
576803, 0.0477198, -0.0488959
576804, 0.0477198, -0.0488959
576805, 0.0477198, -0.0488959
576807, 0.05106, -0.0524097
576808, 0.0506515, -0.0519793
576809, 0.0503039, -0.0516132
576810, 0.0499911, -0.0512839
576812, 0.05106, -0.0524097
576813, 0.0506515, -0.0519793
576814, 0.0503039, -0.0516132
576862, 0.05106, -0.0524097
576904, 0.0458873, -0.0469735
576905, 0.0458873, -3.08157
576952, 0.0463524, -3.07148
576993, 0.0466463, -0.0477693
576994, 0.0466463, -0.0477693
576995, 0.0466463, -0.0477693
576996, 0.0466463, -0.0477693
576997, 0.0466463, -0.0477693
576998, 0.0466463, -0.0477693
576999, 0.0466463, -0.0477693
577000, 0.0466463, -0.0477693
577001, 0.0466463, -0.0477693
577002, 0.0466463, -0.0477693
577010, 0.0466463, -3.06516
577011, 0.0408388, -0.0416961
577058, 0.0465295, -0.0476468
577059, 0.0465295, -3.06767
577551, 0.0458899, -3.08151
578054, 0.0465295, -3.06767
578055, 0.0405239, -0.0413679
578056, 0.0465295, -0.0476468
578057, 0.0465295, -0.0476468
578058, 0.0465295, -0.0476468
578059, 0.0465295, -0.0476468
578753, 0.0466463, -3.06516
578754, 0.0408388, -0.0416961
578755, 0.0466463, -0.0477693
578756, 0.0461056, -0.0472023
578757, 0.0461369, -0.0472351
578758, 0.0461697, -3.07543
578759, 0.0409042, -0.0417643
578760, 0.0462257, -0.0473283
578761, 0.0462496, -0.0473533
578762, 0.0462711, -0.0473758
579327, 0.0500992, -0.0513977
579328, 0.0498715, -0.051158
579463, 0.167173, -0.182929
579464, 0.164002, -0.179129
579465, 0.161249, -0.175841
579466, 0.158772, -1.84029
579783, 0.139438, -0.15017
579784, 0.139438, -0.15017
579785, 0.169313, -0.185502
579786, 0.166123, -0.18167
579787, 0.163369, -0.178372
579788, 0.16089, -0.175413
579789, 0.158659, -0.172758
579790, 0.156651, -0.170374
579791, 0.154843, -0.168233
579792, 0.153217, -0.166311
579793, 0.15179, -0.164627
579794, 0.182001, -1.70374
579795, 0.0409642, -0.0418268
579796, 0.0459128, -0.0470002
580582, 0.0465295, -0.0476468
580583, 0.0465295, -0.0476468
580584, 0.0465295, -0.0476468
580585, 0.0465295, -0.0476468
580586, 0.0465295, -0.0476468
580587, 0.0465295, -0.0476468
580588, 0.0465295, -0.0476468
580589, 0.0465295, -0.0476468
580590, 0.0465295, -0.0476468
580591, 0.0465295, -0.0476468
580592, 0.0465295, -0.0476468
580593, 0.0465295, -0.0476468
580594, 0.0465295, -0.0476468
580595, 0.0465295, -0.0476468
580596, 0.0465295, -0.0476468
580597, 0.0465295, -0.0476468
580776, 0.0458899, -0.0469762
580777, 0.0459336, -0.047022
580778, 0.0459771, -3.07961
580779, 0.0404076, -0.0412466
580780, 0.0460513, -0.0471454
580781, 0.046083, -0.0471786
