obs, invprob, loglike
38365, 0.0494307, -3.00718
38411, 0.0458791, -0.0469648
38412, 0.0458791, -0.0469648
38413, 0.0458791, -0.0469648
38414, 0.0458791, -0.0469648
38415, 0.0458791, -0.0469648
38416, 0.0458791, -0.0469648
38417, 0.0458791, -0.0469648
38418, 0.0458791, -0.0469648
38419, 0.0458791, -0.0469648
38420, 0.0458791, -0.0469648
38421, 0.0458791, -0.0469648
38422, 0.0458791, -0.0469648
38423, 0.0458791, -0.0469648
38424, 0.0458791, -0.0469648
38425, 0.0458791, -0.0469648
38426, 0.0458791, -0.0469648
38427, 0.0458791, -0.0469648
38428, 0.0458791, -0.0469648
38429, 0.0458791, -0.0469648
38430, 0.0458791, -0.0469648
38431, 0.0458791, -0.0469648
38436, 0.0458791, -0.0469648
38437, 0.0458791, -0.0469648
38552, 0.0461056, -3.07682
38740, 0.235607, -0.268673
38741, 0.228251, -1.47731
38875, 0.154964, -0.168376
38876, 0.154964, -1.86456
38877, 0.0408388, -0.0416961
38878, 0.0466463, -0.0477693
38879, 0.0466463, -0.0477693
38880, 0.0466463, -0.0477693
38881, 0.0466463, -3.06516
38882, 0.0408388, -0.0416961
38883, 0.0466463, -0.0477693
38884, 0.0466463, -0.0477693
38885, 0.0466463, -0.0477693
38886, 0.0466463, -0.0477693
38887, 0.0466463, -0.0477693
38888, 0.0466463, -0.0477693
38889, 0.0466463, -0.0477693
38890, 0.0466463, -0.0477693
38891, 0.0466463, -0.0477693
38892, 0.0466463, -0.0477693
38893, 0.0466463, -0.0477693
38894, 0.0466463, -0.0477693
38895, 0.0466463, -0.0477693
38896, 0.0466463, -0.0477693
38897, 0.0466463, -0.0477693
38898, 0.0466463, -0.0477693
38899, 0.0466463, -0.0477693
38900, 0.0466463, -0.0477693
38901, 0.0466463, -0.0477693
38927, 0.150516, -0.163126
38928, 0.146634, -1.91982
39609, 0.0507577, -0.0520911
39610, 0.0502879, -0.0515964
39611, 0.049896, -0.0511838
39612, 0.0495434, -0.0508127
39613, 0.049226, -0.0504788
39614, 0.0489403, -3.01715
39615, 0.0478953, -0.0490803
39616, 0.0484518, -3.02719
39617, 0.0472618, -0.0484151
39618, 0.048179, -0.0493783
39619, 0.0480864, -0.049281
40523, 0.136775, -1.98942
40524, 0.0453975, -0.0464602
40525, 0.047253, -0.0484059
40526, 0.047253, -0.0484059
40527, 0.047253, -0.0484059
40528, 0.047253, -0.0484059
40529, 0.047253, -0.0484059
40530, 0.047253, -0.0484059
40531, 0.047253, -0.0484059
40532, 0.047253, -0.0484059
40533, 0.047253, -0.0484059
40534, 0.047253, -0.0484059
40535, 0.047253, -0.0484059
40536, 0.047253, -0.0484059
40537, 0.047253, -0.0484059
40538, 0.047253, -0.0484059
40539, 0.047253, -0.0484059
40540, 0.047253, -0.0484059
40541, 0.047253, -0.0484059
40542, 0.047253, -0.0484059
40543, 0.047253, -0.0484059
40544, 0.047253, -0.0484059
40545, 0.0507577, -0.0520911
40546, 0.0502879, -0.0515964
40547, 0.049896, -0.0511838
40629, 0.0458843, -3.08163
40630, 0.0407587, -0.0416126
40702, 0.0458873, -0.0469735
40703, 0.0458873, -0.0469735
40704, 0.0458873, -0.0469735
40705, 0.0458873, -0.0469735
40706, 0.0458873, -0.0469735
40707, 0.0458873, -0.0469735
40708, 0.0458873, -0.0469735
40709, 0.0458873, -0.0469735
40710, 0.0458873, -0.0469735
40711, 0.0458873, -0.0469735
40798, 0.0458873, -0.0469735
40799, 0.0458873, -0.0469735
40800, 0.0458873, -0.0469735
40801, 0.0458873, -3.08157
40802, 0.0400198, -0.0408426
40862, 0.0497211, -3.00133
40863, 0.0504437, -0.0517605
40911, 0.0481511, -0.0493489
40943, 0.0500992, -2.99375
40944, 0.0509097, -0.0522513
40953, 0.233924, -0.266473
40954, 0.227528, -0.258159
40955, 0.222144, -0.251214
40956, 0.217298, -1.52648
41104, 0.0500992, -0.0513977
41169, 0.0497211, -3.00133
41170, 0.0504437, -0.0517605
41171, 0.0531635, -2.93438
41172, 0.0531979, -0.0546652
41352, 0.178467, -0.196583
41353, 0.178467, -0.196583
41354, 0.178467, -0.196583
41355, 0.178467, -0.196583
41356, 0.178467, -0.196583
41357, 0.178467, -0.196583
41358, 0.178467, -0.196583
41359, 0.178467, -0.196583
41360, 0.178467, -0.196583
41361, 0.178467, -0.196583
41362, 0.178467, -0.196583
41363, 0.233924, -1.45276
41418, 0.0500992, -2.99375
41419, 0.0509097, -0.0522513
41779, 0.047253, -0.0484059
41780, 0.047253, -0.0484059
41781, 0.047253, -0.0484059
41782, 0.047253, -0.0484059
41783, 0.047253, -0.0484059
41784, 0.047253, -0.0484059
41785, 0.047253, -0.0484059
41786, 0.047253, -0.0484059
41787, 0.047253, -0.0484059
41788, 0.047253, -0.0484059
41789, 0.047253, -0.0484059
42116, 0.153925, -0.167147
42117, 0.153925, -0.167147
42118, 0.153925, -0.167147
42119, 0.153925, -0.167147
42120, 0.153925, -0.167147
42121, 0.153925, -0.167147
42122, 0.153925, -0.167147
42123, 0.153925, -1.87129
42124, 0.121826, -2.10516
42125, 0.0459205, -0.0470082
42126, 0.0473862, -0.0485458
42127, 0.0473862, -0.0485458
42519, 0.0458873, -0.0469735
42520, 0.0458873, -0.0469735
42521, 0.0458873, -0.0469735
42522, 0.0458873, -0.0469735
42523, 0.0458873, -0.0469735
42524, 0.0458873, -0.0469735
42525, 0.0458873, -0.0469735
42526, 0.0458873, -0.0469735
42527, 0.0458873, -0.0469735
42528, 0.0458873, -0.0469735
42529, 0.0458873, -0.0469735
42530, 0.0458873, -0.0469735
42531, 0.0458873, -0.0469735
42532, 0.0458873, -0.0469735
42533, 0.0458873, -0.0469735
42534, 0.0458873, -0.0469735
42535, 0.0458873, -0.0469735
42536, 0.0458873, -0.0469735
42537, 0.0458873, -0.0469735
42538, 0.0458873, -0.0469735
42539, 0.0458873, -0.0469735
42540, 0.0458873, -0.0469735
42541, 0.0458873, -0.0469735
42542, 0.0458873, -0.0469735
42543, 0.0458873, -0.0469735
42544, 0.0458873, -0.0469735
42545, 0.0458873, -0.0469735
42870, 0.0466463, -0.0477693
42871, 0.0466463, -0.0477693
42872, 0.0466463, -0.0477693
42873, 0.0466463, -0.0477693
42874, 0.0466463, -0.0477693
42875, 0.0466463, -0.0477693
42876, 0.0466463, -0.0477693
42877, 0.0466463, -0.0477693
42878, 0.0466463, -0.0477693
42879, 0.0466463, -0.0477693
42880, 0.0466463, -0.0477693
42881, 0.0466463, -0.0477693
42882, 0.0466463, -0.0477693
42883, 0.0466463, -0.0477693
42884, 0.0466463, -0.0477693
42885, 0.0466463, -0.0477693
42886, 0.0466463, -0.0477693
42999, 0.0458873, -0.0469735
43000, 0.0458873, -0.0469735
43001, 0.0458873, -0.0469735
43002, 0.0458873, -0.0469735
43003, 0.0458873, -0.0469735
43004, 0.0458873, -0.0469735
43005, 0.0458873, -0.0469735
43006, 0.0458873, -0.0469735
43007, 0.0458873, -0.0469735
43008, 0.0458873, -0.0469735
43462, 0.0452657, -0.0463222
43463, 0.0452657, -0.0463222
43464, 0.0452657, -0.0463222
43465, 0.0452657, -0.0463222
43466, 0.0452657, -0.0463222
43467, 0.0452657, -0.0463222
43468, 0.0452657, -0.0463222
43469, 0.0452657, -0.0463222
43470, 0.0452657, -0.0463222
43471, 0.0452657, -0.0463222
43606, 0.0468055, -0.0479363
43607, 0.0466405, -0.0477632
43608, 0.0465028, -0.0476187
43620, 0.103096, -0.108806
43621, 0.128102, -0.137083
43622, 0.125283, -0.133854
43623, 0.122894, -2.09643
43624, 0.0912592, -0.0956954
43625, 0.103096, -0.108806
43626, 0.103096, -0.108806
43627, 0.103096, -0.108806
43628, 0.103096, -0.108806
43629, 0.103096, -0.108806
43630, 0.103096, -0.108806
43631, 0.103096, -0.108806
43632, 0.103096, -0.108806
43633, 0.103096, -0.108806
43634, 0.103096, -0.108806
43635, 0.103096, -0.108806
43636, 0.103096, -0.108806
43637, 0.103096, -0.108806
43638, 0.103096, -0.108806
43639, 0.103096, -0.108806
43640, 0.103096, -0.108806
43641, 0.103096, -0.108806
43642, 0.103096, -0.108806
43643, 0.103096, -0.108806
43644, 0.103096, -0.108806
43645, 0.103096, -2.2721
43646, 0.0428473, -0.0437924
43647, 0.0456437, -0.0467182
43648, 0.0456437, -0.0467182
43867, 0.103096, -0.108806
43868, 0.103096, -0.108806
43869, 0.103096, -0.108806
43870, 0.103096, -0.108806
43871, 0.103096, -0.108806
43872, 0.103096, -0.108806
43873, 0.103096, -2.2721
44038, 0.0458873, -0.0469735
44039, 0.0458873, -3.08157
44040, 0.0400198, -0.0408426
44041, 0.0458873, -0.0469735
44042, 0.0458873, -0.0469735
44043, 0.0458873, -0.0469735
44044, 0.0458873, -0.0469735
44045, 0.0458873, -0.0469735
44046, 0.0458873, -0.0469735
44047, 0.0458873, -0.0469735
44048, 0.0458873, -0.0469735
44049, 0.0458873, -0.0469735
44050, 0.0458873, -0.0469735
44051, 0.0458873, -0.0469735
44052, 0.0458873, -0.0469735
44053, 0.0458873, -0.0469735
44054, 0.0458873, -0.0469735
44055, 0.0458873, -0.0469735
44073, 0.0465295, -0.0476468
44074, 0.0465295, -0.0476468
44075, 0.0465295, -0.0476468
44076, 0.0465295, -0.0476468
44077, 0.0465295, -0.0476468
44078, 0.0465295, -0.0476468
44079, 0.0465295, -0.0476468
44080, 0.0465295, -0.0476468
44081, 0.0465295, -0.0476468
44082, 0.0465295, -0.0476468
44230, 0.18754, -0.207688
44231, 0.183784, -0.203076
44232, 0.180539, -1.71181
44233, 0.0400624, -0.040887
44422, 0.0458873, -0.0469735
44423, 0.0458873, -0.0469735
44424, 0.0458873, -0.0469735
44425, 0.0458873, -0.0469735
44426, 0.0458873, -0.0469735
44427, 0.0458873, -0.0469735
44428, 0.0458873, -0.0469735
44429, 0.0458873, -0.0469735
44430, 0.0458873, -0.0469735
44431, 0.0458873, -0.0469735
44453, 0.0465295, -0.0476468
44454, 0.0465295, -0.0476468
44455, 0.0465295, -3.06767
44456, 0.0405239, -0.0413679
44457, 0.0465295, -0.0476468
44458, 0.0465295, -0.0476468
44787, 0.0473862, -0.0485458
44788, 0.0473862, -0.0485458
44789, 0.0473862, -0.0485458
44790, 0.0473862, -0.0485458
44791, 0.0473862, -0.0485458
44792, 0.0473862, -0.0485458
44793, 0.0473862, -0.0485458
44794, 0.0473862, -0.0485458
44795, 0.0473862, -0.0485458
44796, 0.0473862, -0.0485458
44797, 0.0473862, -0.0485458
44798, 0.0473862, -0.0485458
44799, 0.0473862, -0.0485458
44814, 0.0473862, -0.0485458
44815, 0.0473862, -0.0485458
44816, 0.193092, -0.214546
44817, 0.188793, -0.209232
44818, 0.233483, -0.265899
44819, 0.224151, -0.253797
44820, 0.26821, -1.31599
44821, 0.0715631, -0.0742528
44822, 0.293833, -0.347904
44823, 0.280207, -0.328792
44824, 0.266112, -0.309399
44825, 0.25336, -0.292172
44826, 0.241719, -1.41998
44827, 0.0618284, -2.78339
44828, 0.1632, -0.17817
44829, 0.261185, -0.302708
44830, 0.248839, -0.286136
44831, 0.237651, -0.271351
44832, 0.227824, -0.258542
44833, 0.219179, -0.247409
44834, 0.211398, -0.237494
44835, 0.204807, -0.229171
44836, 0.19897, -0.221857
44996, 0.0458843, -0.0469703
44997, 0.045915, -3.08096
44998, 0.0406966, -0.0415479
44999, 0.0459737, -0.047064
45000, 0.0459987, -0.0470902
45001, 0.0460212, -0.0471138
45002, 0.0460414, -0.047135
45138, 0.0481511, -0.0493489
45139, 0.0500992, -0.0513977
45187, 0.207613, -0.232705
45188, 0.202154, -0.22584
45189, 0.197593, -1.62155
45374, 0.0461056, -0.0472023
45375, 0.0461369, -0.0472351
45376, 0.0461697, -3.07543
45377, 0.0409042, -0.0417643
45378, 0.0462257, -0.0473283
45379, 0.0462496, -0.0473533
45380, 0.0462711, -0.0473758
45490, 0.0500992, -0.0513977
45491, 0.0498715, -0.051158
45506, 0.0500992, -0.0513977
45507, 0.0498715, -0.051158
45670, 0.0458791, -0.0469648
45671, 0.0458791, -0.0469648
45672, 0.0458791, -0.0469648
45673, 0.0458791, -0.0469648
45674, 0.0458791, -0.0469648
45675, 0.0458791, -0.0469648
45676, 0.0458791, -0.0469648
45677, 0.0458791, -0.0469648
45678, 0.0458791, -0.0469648
45679, 0.0458791, -0.0469648
45680, 0.0458791, -0.0469648
45681, 0.0458791, -0.0469648
45682, 0.0458791, -0.0469648
45683, 0.0458791, -0.0469648
45684, 0.0458791, -0.0469648
45685, 0.0458791, -0.0469648
45686, 0.0458791, -0.0469648
45687, 0.0458791, -0.0469648
45688, 0.0458791, -0.0469648
45689, 0.0458791, -0.0469648
45690, 0.0458791, -0.0469648
45691, 0.0458791, -0.0469648
45692, 0.0458791, -0.0469648
45693, 0.0458791, -0.0469648
45694, 0.0458791, -0.0469648
45832, 0.0466463, -0.0477693
45833, 0.0466463, -0.0477693
45834, 0.0466463, -0.0477693
45835, 0.0466463, -0.0477693
45891, 0.0466463, -3.06516
45892, 0.0408388, -0.0416961
45893, 0.0466463, -0.0477693
45894, 0.0466463, -0.0477693
45895, 0.0466463, -0.0477693
45896, 0.0466463, -0.0477693
45897, 0.0466463, -0.0477693
45898, 0.0466463, -0.0477693
45899, 0.0466463, -0.0477693
45900, 0.0466463, -3.06516
45901, 0.0408388, -0.0416961
45902, 0.0466463, -0.0477693
45903, 0.0466463, -0.0477693
45904, 0.0466463, -0.0477693
45905, 0.0466463, -0.0477693
45906, 0.0466463, -0.0477693
45907, 0.0466463, -0.0477693
45908, 0.0466463, -0.0477693
45909, 0.0466463, -0.0477693
45910, 0.0466463, -0.0477693
45911, 0.0466463, -0.0477693
45912, 0.0466463, -0.0477693
45913, 0.0466463, -0.0477693
45914, 0.0466463, -0.0477693
45915, 0.0466463, -0.0477693
45916, 0.0466463, -0.0477693
45917, 0.0466463, -0.0477693
45962, 0.0465295, -0.0476468
46353, 0.0500992, -0.0513977
46354, 0.0498715, -0.051158
46373, 0.234678, -0.267459
46374, 0.229066, -0.260152
46375, 0.224266, -1.49492
46376, 0.154819, -0.168204
46377, 0.216057, -0.243419
46378, 0.212557, -1.54854
46476, 0.2537, -0.292627
46477, 0.243779, -0.279422
46478, 0.235607, -0.268673
46479, 0.228251, -0.259096
46480, 0.221631, -0.250555
46481, 0.215673, -1.53399
46485, 0.2537, -0.292627
46486, 0.243779, -1.41149
46535, 0.0660031, -0.0682822
46536, 0.243779, -0.279422
46537, 0.235607, -0.268673
46538, 0.228251, -1.47731
46539, 0.0728401, -0.0756292
46540, 0.0619994, -0.0640047
46810, 0.0473862, -0.0485458
46811, 0.0473862, -0.0485458
46812, 0.0473862, -0.0485458
46813, 0.0473862, -0.0485458
46814, 0.0473862, -3.04942
46815, 0.0459205, -0.0470082
46816, 0.0473862, -0.0485458
46918, 0.047253, -0.0484059
46919, 0.047253, -0.0484059
46920, 0.047253, -0.0484059
46921, 0.047253, -0.0484059
46922, 0.047253, -0.0484059
46923, 0.047253, -0.0484059
46924, 0.047253, -0.0484059
46925, 0.047253, -0.0484059
46926, 0.047253, -0.0484059
46927, 0.047253, -0.0484059
46928, 0.047253, -0.0484059
47053, 0.0473862, -0.0485458
47054, 0.0473862, -0.0485458
47055, 0.0473862, -0.0485458
47056, 0.0473862, -0.0485458
47057, 0.0473862, -0.0485458
47058, 0.0473862, -0.0485458
47059, 0.0473862, -0.0485458
47409, 0.0473862, -0.0485458
47410, 0.0473862, -0.0485458
47817, 0.116943, -0.124365
47818, 0.116943, -0.124365
47819, 0.116943, -2.14607
48101, 0.188793, -0.209232
48102, 0.185118, -1.68676
48103, 0.133094, -0.142825
48104, 0.225578, -0.255638
48105, 0.217113, -0.244767
48106, 0.209571, -1.56269
48107, 0.157339, -0.17119
48108, 0.242778, -0.278099
48109, 0.232226, -0.26426
48110, 0.223141, -0.252496
48111, 0.214964, -1.53728
48112, 0.0550829, -0.0566581
48113, 0.052645, -0.0540813
48114, 0.0639846, -0.0661234
48115, 0.0602647, -2.80901
48116, 0.0602626, -0.0621548
48122, 0.153925, -0.167147
48123, 0.153925, -0.167147
48124, 0.153925, -0.167147
48125, 0.193092, -0.214546
48126, 0.188793, -0.209232
48127, 0.185118, -1.68676
48134, 0.045997, -0.0470884
48135, 0.0458315, -0.046915
48136, 0.0456955, -0.0467725
48137, 0.0455731, -0.0466442
48251, 0.103096, -0.108806
48252, 0.103096, -0.108806
48253, 0.103096, -0.108806
48254, 0.103096, -0.108806
48255, 0.103096, -0.108806
48256, 0.103096, -0.108806
48257, 0.103096, -0.108806
48258, 0.103096, -0.108806
48259, 0.103096, -0.108806
48260, 0.103096, -0.108806
48261, 0.103096, -2.2721
48359, 0.0473862, -0.0485458
48360, 0.0473862, -0.0485458
48361, 0.0473862, -0.0485458
48362, 0.0473862, -3.04942
48402, 0.0477198, -0.0488959
48410, 0.0463524, -0.0474611
48411, 0.0463524, -0.0474611
48412, 0.0463524, -0.0474611
48413, 0.0463524, -0.0474611
48414, 0.0463524, -0.0474611
48415, 0.0463524, -0.0474611
48416, 0.0463524, -0.0474611
48417, 0.0463524, -0.0474611
48418, 0.0463524, -0.0474611
48419, 0.0463524, -0.0474611
48578, 0.193092, -0.214546
48579, 0.188793, -0.209232
48580, 0.185118, -0.204712
48581, 0.18181, -0.200661
48582, 0.178833, -0.197029
48583, 0.176154, -0.193772
48584, 0.173743, -1.75018
48585, 0.048081, -0.0492754
48595, 0.0473862, -0.0485458
48678, 0.0458791, -0.0469648
48694, 0.0504095, -0.0517245
48695, 0.0500363, -0.0513315
48696, 0.0497176, -0.050996
48697, 0.0494307, -0.0506942
48698, 0.0491726, -0.0504227
48699, 0.0489403, -0.0501784
48721, 0.0473185, -0.0484746
48722, 0.0473185, -0.0484746
48723, 0.0473185, -0.0484746
48724, 0.0473185, -0.0484746
48725, 0.0473185, -0.0484746
48726, 0.0473185, -0.0484746
48727, 0.0473185, -0.0484746
48876, 0.0481511, -0.0493489
48877, 0.0481511, -0.0493489
48880, 0.233924, -0.266473
48881, 0.227528, -1.48048
49233, 0.0475107, -0.0486764
49234, 0.0473658, -0.0485243
49235, 0.0472411, -0.0483934
49236, 0.0471289, -0.0482756
49237, 0.0470279, -0.0481696
49238, 0.0469369, -0.0480742
49239, 0.0468551, -0.0479884
49240, 0.0467815, -0.0479111
49241, 0.0467236, -3.06351
49612, 0.0458873, -0.0469735
49613, 0.0458873, -0.0469735
49614, 0.0458873, -0.0469735
49615, 0.0458873, -0.0469735
49616, 0.0458873, -0.0469735
49617, 0.0458873, -0.0469735
49618, 0.0458873, -0.0469735
49619, 0.0458873, -0.0469735
49620, 0.0458873, -0.0469735
49621, 0.0458873, -0.0469735
49855, 0.0465295, -0.0476468
49856, 0.0465295, -0.0476468
49857, 0.0465295, -0.0476468
49858, 0.0465295, -0.0476468
49859, 0.0465295, -0.0476468
49860, 0.0465295, -0.0476468
49861, 0.0465295, -0.0476468
49862, 0.0465295, -0.0476468
49863, 0.0465295, -0.0476468
49864, 0.0465295, -0.0476468
49971, 0.103096, -0.108806
49972, 0.128102, -0.137083
50054, 0.0473862, -0.0485458
50055, 0.0473862, -0.0485458
50056, 0.0473862, -0.0485458
50057, 0.0473862, -0.0485458
50058, 0.0473862, -0.0485458
50059, 0.0473862, -0.0485458
50060, 0.0473862, -0.0485458
50061, 0.0473862, -0.0485458
50062, 0.0473862, -0.0485458
50063, 0.0473862, -0.0485458
50064, 0.0473862, -0.0485458
50093, 0.0473862, -0.0485458
50094, 0.0473862, -3.04942
50095, 0.0459205, -0.0470082
50096, 0.0473862, -0.0485458
50097, 0.0473862, -0.0485458
50098, 0.0473862, -0.0485458
50099, 0.0473862, -3.04942
50201, 0.0473862, -0.0485458
50202, 0.0473862, -0.0485458
50203, 0.0473862, -0.0485458
50204, 0.0473862, -0.0485458
50205, 0.0473862, -0.0485458
50206, 0.0473862, -0.0485458
50207, 0.0473862, -0.0485458
50208, 0.0473862, -0.0485458
50209, 0.0473862, -0.0485458
50210, 0.0473862, -0.0485458
50211, 0.0473862, -0.0485458
50212, 0.138097, -0.148613
50213, 0.182627, -0.20166
50214, 0.180127, -0.198606
50215, 0.177877, -0.195865
50216, 0.175852, -0.193405
50217, 0.174108, -0.191292
50218, 0.172642, -0.189518
50219, 0.171323, -0.187925
50220, 0.170136, -0.186493
50221, 0.169067, -0.185206
50222, 0.168105, -0.184049
50223, 0.16724, -0.183009
50224, 0.166461, -0.182074
50225, 0.165759, -0.181233
50226, 0.165128, -0.180477
50227, 0.16456, -1.80448
50361, 0.153925, -0.167147
50362, 0.153925, -0.167147
50363, 0.153925, -0.167147
50364, 0.153925, -0.167147
50365, 0.153925, -1.87129
50371, 0.0473862, -0.0485458
50410, 0.167173, -0.182929
50411, 0.164002, -0.179129
50412, 0.161249, -0.175841
50413, 0.158772, -1.84029
50416, 0.167173, -0.182929
50417, 0.164002, -0.179129
50418, 0.161249, -0.175841
50419, 0.158772, -1.84029
50420, 0.0487355, -0.0499631
50421, 0.0489403, -0.0501784
50422, 0.0486832, -0.0499082
50423, 0.0484518, -0.049665
50424, 0.0482819, -0.0494864
50425, 0.048179, -0.0493783
50426, 0.0480864, -0.049281
50427, 0.0480031, -0.0491935
50482, 0.0473185, -0.0484746
50483, 0.0473185, -0.0484746
50484, 0.0473185, -0.0484746
50485, 0.0473185, -0.0484746
50486, 0.0473185, -0.0484746
50487, 0.0473185, -0.0484746
50488, 0.0473185, -0.0484746
50489, 0.0473185, -0.0484746
50490, 0.0473185, -0.0484746
50491, 0.0473185, -0.0484746
50492, 0.0473185, -0.0484746
50493, 0.0473185, -0.0484746
50494, 0.0473185, -0.0484746
50514, 0.0480386, -0.0492308
50515, 0.0478893, -0.049074
50516, 0.04776, -0.0489381
50517, 0.0476435, -0.0488159
50518, 0.0495331, -0.0508019
50519, 0.0491178, -0.0503651
50525, 0.0467599, -0.0478884
50526, 0.0480386, -0.0492308
50527, 0.0478893, -0.049074
50528, 0.0499625, -0.0512538
50529, 0.0494782, -0.0507442
50530, 0.0490543, -0.0502984
50531, 0.0486938, -0.0499193
50532, 0.0513431, -0.0527081
50533, 0.0505354, -0.051857
50535, 0.0480386, -0.0492308
50648, 0.0507577, -0.0520911
50649, 0.0502879, -2.98999
50651, 0.0507577, -2.98069
50656, 0.0507577, -2.98069
50657, 0.0503794, -0.0516927
50658, 0.049896, -0.0511838
50659, 0.0495434, -0.0508127
50667, 0.0507577, -2.98069
50671, 0.0506515, -0.0519793
50672, 0.0503039, -0.0516132
50914, 0.0477327, -0.0489095
50989, 0.148238, -0.160448
50990, 0.148238, -0.160448
50991, 0.148238, -0.160448
50992, 0.148238, -0.160448
50993, 0.148238, -0.160448
50994, 0.148238, -0.160448
51387, 0.0428473, -0.0437924
51468, 0.125283, -0.133854
51469, 0.122894, -0.131128
51470, 0.120745, -0.12868
51471, 0.11881, -0.126482
51472, 0.117069, -0.124508
51473, 0.115502, -0.122735
51474, 0.114091, -0.121141
51475, 0.112896, -0.119793
51476, 0.111916, -0.118689
51477, 0.111034, -0.117696
51478, 0.137811, -1.98187
51479, 0.105988, -0.112036
51480, 0.130224, -0.13952
51481, 0.127021, -0.135844
51482, 0.124274, -0.132702
51483, 0.154199, -0.167471
51484, 0.147705, -0.159823
51485, 0.141988, -0.153137
51486, 0.137157, -0.147523
51487, 0.170652, -0.187116
51488, 0.161283, -0.175881
51489, 0.153269, -1.87556
51490, 0.111662, -0.118403
51491, 0.141349, -0.152392
51492, 0.136673, -0.146962
51493, 0.132825, -0.142515
51494, 0.129362, -0.138529
51560, 0.2537, -0.292627
51561, 0.243779, -1.41149
51565, 0.2537, -0.292627
51566, 0.243779, -1.41149
51589, 0.139438, -0.15017
51590, 0.139438, -0.15017
51591, 0.139438, -0.15017
51592, 0.139438, -0.15017
51593, 0.139438, -0.15017
51594, 0.139438, -0.15017
51595, 0.139438, -0.15017
51596, 0.139438, -0.15017
51597, 0.139438, -0.15017
51598, 0.139438, -0.15017
51599, 0.139438, -0.15017
51600, 0.139438, -0.15017
51601, 0.139438, -0.15017
51602, 0.139438, -0.15017
51807, 0.0476972, -0.0488723
51808, 0.0476972, -0.0488723
51809, 0.0476972, -0.0488723
51810, 0.0476972, -0.0488723
51811, 0.0476972, -0.0488723
51812, 0.0476972, -0.0488723
51813, 0.0476972, -0.0488723
51814, 0.0476972, -0.0488723
51815, 0.0476972, -0.0488723
51816, 0.0476972, -0.0488723
51817, 0.0476972, -0.0488723
51818, 0.0476972, -0.0488723
51819, 0.0476972, -0.0488723
51820, 0.0476972, -0.0488723
51821, 0.0476972, -0.0488723
51822, 0.0476972, -0.0488723
51823, 0.0476972, -0.0488723
51824, 0.0476972, -0.0488723
51825, 0.0476972, -0.0488723
51826, 0.0476972, -0.0488723
51827, 0.0476972, -0.0488723
51828, 0.0476972, -0.0488723
51829, 0.0476972, -0.0488723
51830, 0.0476972, -0.0488723
51831, 0.0476972, -0.0488723
51832, 0.0476972, -0.0488723
51833, 0.0476972, -0.0488723
51915, 0.241636, -1.42032
51920, 0.177232, -0.195081
51921, 0.260017, -0.301128
51922, 0.249921, -1.38661
52407, 0.0465295, -0.0476468
52408, 0.0465295, -0.0476468
52409, 0.0465295, -0.0476468
52410, 0.0465295, -0.0476468
52411, 0.0465295, -0.0476468
52511, 0.0458899, -0.0469762
52512, 0.0459336, -3.08056
52513, 0.0404361, -0.0412764
52514, 0.0460161, -0.0471085
52515, 0.0460513, -0.0471454
52516, 0.046083, -0.0471786
52517, 0.0461115, -0.0472085
52973, 0.0465295, -3.06767
52974, 0.0405239, -0.0413679
52975, 0.0465295, -0.0476468
52976, 0.0465295, -0.0476468
52977, 0.0465295, -0.0476468
52978, 0.0465295, -0.0476468
52979, 0.0465295, -0.0476468
53397, 0.121525, -0.129568
53398, 0.118454, -0.126078
53399, 0.115887, -0.12317
53400, 0.113635, -0.120627
53401, 0.111609, -0.118344
53402, 0.109786, -0.116293
53403, 0.108212, -0.114527
53404, 0.106803, -0.112948
53405, 0.105534, -2.24872
53532, 0.10668, -0.112811
53533, 0.105424, -0.111405
53534, 0.104293, -2.26055
53721, 0.0477327, -0.0489095
53722, 0.0477327, -0.0489095
53723, 0.0477327, -0.0489095
53724, 0.0477327, -0.0489095
53725, 0.0477327, -0.0489095
53726, 0.0477327, -0.0489095
53727, 0.0477327, -0.0489095
53728, 0.0477327, -0.0489095
53729, 0.0477327, -0.0489095
53730, 0.0477327, -0.0489095
53731, 0.0477327, -0.0489095
53732, 0.0477327, -0.0489095
53733, 0.0477327, -0.0489095
53734, 0.0477327, -0.0489095
53735, 0.0477327, -0.0489095
53736, 0.0477327, -0.0489095
53737, 0.0477327, -0.0489095
53738, 0.0477327, -0.0489095
53739, 0.0477327, -0.0489095
53740, 0.0477327, -0.0489095
53741, 0.0477327, -0.0489095
53742, 0.0477327, -0.0489095
53743, 0.0477327, -0.0489095
53744, 0.0477327, -0.0489095
53745, 0.0477327, -0.0489095
53746, 0.0477327, -0.0489095
53747, 0.0477327, -0.0489095
54018, 0.0465295, -0.0476468
54019, 0.0465295, -0.0476468
54020, 0.0465295, -0.0476468
54021, 0.0465295, -0.0476468
54022, 0.0465295, -0.0476468
54023, 0.0465295, -0.0476468
54024, 0.0465295, -0.0476468
54025, 0.0465295, -0.0476468
54026, 0.0465295, -0.0476468
54027, 0.0465295, -0.0476468
54249, 0.177232, -0.195081
54250, 0.260017, -0.301128
54251, 0.249921, -0.287576
54252, 0.241636, -0.276591
54253, 0.234179, -1.45167
54259, 0.260017, -0.301128
54260, 0.249921, -0.287576
54261, 0.241636, -0.276591
54262, 0.234179, -0.266807
54263, 0.227469, -0.258083
54264, 0.221429, -0.250295
