NAICS, region, gravity, DAVgrid, DAV, orderedvio, laginv, lag2inv, value
21, 4, 2, 2, 1, 2, 0, 1, -2.33185
21, 4, 2, 3, 1.5, 2, 0, 1, -2.59145
21, 4, 2, 4, 2, 2, 0, 1, -2.90346
21, 4, 2, 5, 2.5, 2, 0, 1, -3.28979
21, 4, 2, 6, 3, 2, 0, 1, -3.77621
21, 4, 2, 7, 3.5, 2, 0, 1, -4.40628
21, 4, 2, 8, 4, 2, 0, 1, -5.23484
21, 4, 2, 9, 4.5, 2, 0, 1, -6.33991
21, 4, 2, 10, 5, 2, 0, 1, -7.82614
21, 4, 2, 11, 5.5, 2, 0, 1, -9.83841
21, 4, 2, 12, 6, 2, 0, 1, -12.4126
21, 4, 2, 13, 6.5, 2, 0, 1, -15.5474
21, 4, 2, 14, 7, 2, 0, 1, -19.1913
21, 4, 2, 15, 7.5, 2, 0, 1, -23.248
21, 4, 2, 16, 8, 2, 0, 1, -27.5837
21, 4, 2, 17, 8.5, 2, 0, 1, -32.0228
21, 4, 2, 18, 9, 2, 0, 1, -36.3042
21, 4, 2, 19, 9.5, 2, 0, 1, -39.8239
21, 4, 2, 0, 0, 1, 1, 0, -0.45987
21, 4, 2, 1, 0.5, 1, 1, 0, -0.47551
21, 4, 2, 2, 1, 1, 1, 0, -0.492992
21, 4, 2, 3, 1.5, 1, 1, 0, -0.516918
21, 4, 2, 4, 2, 1, 1, 0, -0.555865
21, 4, 2, 5, 2.5, 1, 1, 0, -0.61885
21, 4, 2, 6, 3, 1, 1, 0, -0.731383
21, 4, 2, 7, 3.5, 1, 1, 0, -0.934548
21, 4, 2, 8, 4, 1, 1, 0, -1.29801
21, 4, 2, 9, 4.5, 1, 1, 0, -1.92551
21, 4, 2, 10, 5, 1, 1, 0, -2.96618
21, 4, 2, 11, 5.5, 1, 1, 0, -4.61269
21, 4, 2, 12, 6, 1, 1, 0, -6.98398
21, 4, 2, 13, 6.5, 1, 1, 0, -10.1339
21, 4, 2, 14, 7, 1, 1, 0, -14.0289
21, 4, 2, 15, 7.5, 1, 1, 0, -18.5475
21, 4, 2, 16, 8, 1, 1, 0, -23.4909
21, 4, 2, 17, 8.5, 1, 1, 0, -28.59
21, 4, 2, 18, 9, 1, 1, 0, -33.4384
21, 4, 2, 19, 9.5, 1, 1, 0, -37.4298
21, 4, 2, 0, 0, 2, 1, 0, -0.635487
21, 4, 2, 1, 0.5, 2, 1, 0, -0.695669
21, 4, 2, 2, 1, 2, 1, 0, -0.777698
21, 4, 2, 3, 1.5, 2, 1, 0, -0.885137
21, 4, 2, 4, 2, 2, 1, 0, -1.03504
21, 4, 2, 5, 2.5, 2, 1, 0, -1.24635
21, 4, 2, 6, 3, 2, 1, 0, -1.54814
21, 4, 2, 7, 3.5, 2, 1, 0, -1.97822
21, 4, 2, 8, 4, 2, 1, 0, -2.6056
21, 4, 2, 9, 4.5, 2, 1, 0, -3.50931
21, 4, 2, 10, 5, 2, 1, 0, -4.80564
21, 4, 2, 11, 5.5, 2, 1, 0, -6.65593
21, 4, 2, 12, 6, 2, 1, 0, -9.12732
21, 4, 2, 13, 6.5, 2, 1, 0, -12.2428
21, 4, 2, 14, 7, 2, 1, 0, -15.9639
21, 4, 2, 15, 7.5, 2, 1, 0, -20.1863
21, 4, 2, 16, 8, 2, 1, 0, -24.7573
21, 4, 2, 17, 8.5, 2, 1, 0, -29.4743
21, 4, 2, 18, 9, 2, 1, 0, -34.0485
21, 4, 2, 19, 9.5, 2, 1, 0, -37.8896
21, 4, 2, 0, 0, 1, 1, 1, -0.492039
21, 4, 2, 1, 0.5, 1, 1, 1, -0.503524
21, 4, 2, 2, 1, 1, 1, 1, -0.518189
21, 4, 2, 3, 1.5, 1, 1, 1, -0.541227
21, 4, 2, 4, 2, 1, 1, 1, -0.581285
21, 4, 2, 5, 2.5, 1, 1, 1, -0.648855
21, 4, 2, 6, 3, 1, 1, 1, -0.769835
21, 4, 2, 7, 3.5, 1, 1, 1, -0.984227
21, 4, 2, 8, 4, 1, 1, 1, -1.35695
21, 4, 2, 9, 4.5, 1, 1, 1, -1.98481
21, 4, 2, 10, 5, 1, 1, 1, -3.0046
21, 4, 2, 11, 5.5, 1, 1, 1, -4.59132
21, 4, 2, 12, 6, 1, 1, 1, -6.86139
21, 4, 2, 13, 6.5, 1, 1, 1, -9.87523
21, 4, 2, 14, 7, 1, 1, 1, -13.6269
21, 4, 2, 15, 7.5, 1, 1, 1, -18.0236
21, 4, 2, 16, 8, 1, 1, 1, -22.8783
21, 4, 2, 17, 8.5, 1, 1, 1, -27.9695
21, 4, 2, 18, 9, 1, 1, 1, -32.8629
21, 4, 2, 19, 9.5, 1, 1, 1, -36.9608
21, 4, 2, 0, 0, 2, 1, 1, -0.779037
21, 4, 2, 1, 0.5, 2, 1, 1, -0.882896
21, 4, 2, 2, 1, 2, 1, 1, -1.01343
21, 4, 2, 3, 1.5, 2, 1, 1, -1.1846
21, 4, 2, 4, 2, 2, 1, 1, -1.41267
21, 4, 2, 5, 2.5, 2, 1, 1, -1.72036
21, 4, 2, 6, 3, 2, 1, 1, -2.13199
21, 4, 2, 7, 3.5, 2, 1, 1, -2.70176
21, 4, 2, 8, 4, 2, 1, 1, -3.48
21, 4, 2, 9, 4.5, 2, 1, 1, -4.55646
21, 4, 2, 10, 5, 2, 1, 1, -6.03342
21, 4, 2, 11, 5.5, 2, 1, 1, -8.05797
21, 4, 2, 12, 6, 2, 1, 1, -10.676
21, 4, 2, 13, 6.5, 2, 1, 1, -13.8849
21, 4, 2, 14, 7, 2, 1, 1, -17.6301
21, 4, 2, 15, 7.5, 2, 1, 1, -21.809
21, 4, 2, 16, 8, 2, 1, 1, -26.2773
21, 4, 2, 17, 8.5, 2, 1, 1, -30.8475
21, 4, 2, 18, 9, 2, 1, 1, -35.2451
21, 4, 2, 19, 9.5, 2, 1, 1, -38.877
21, 4, 3, 0, 0, 0, 0, 0, -0.607124
21, 4, 3, 0, 0, 1, 0, 0, -0.464123
21, 4, 3, 1, 0.5, 1, 0, 0, -0.500557
21, 4, 3, 2, 1, 1, 0, 0, -0.54772
21, 4, 3, 3, 1.5, 1, 0, 0, -0.618198
21, 4, 3, 4, 2, 1, 0, 0, -0.733988
21, 4, 3, 5, 2.5, 1, 0, 0, -0.925824
21, 4, 3, 6, 3, 1, 0, 0, -1.25416
21, 4, 3, 7, 3.5, 1, 0, 0, -1.81579
21, 4, 3, 8, 4, 1, 0, 0, -2.74889
21, 4, 3, 9, 4.5, 1, 0, 0, -4.23585
21, 4, 3, 10, 5, 1, 0, 0, -6.49761
21, 4, 3, 11, 5.5, 1, 0, 0, -9.7761
21, 4, 3, 12, 6, 1, 0, 0, -14.092
21, 4, 3, 13, 6.5, 1, 0, 0, -19.3804
21, 4, 3, 14, 7, 1, 0, 0, -25.4586
21, 4, 3, 15, 7.5, 1, 0, 0, -32.0667
21, 4, 3, 16, 8, 1, 0, 0, -38.877
21, 4, 3, 17, 8.5, 1, 0, 0, -45.5288
21, 4, 3, 18, 9, 1, 0, 0, -51.5882
21, 4, 3, 19, 9.5, 1, 0, 0, -56.2381
21, 4, 3, 0, 0, 2, 0, 0, -2.09056
21, 4, 3, 1, 0.5, 2, 0, 0, -2.31835
21, 4, 3, 2, 1, 2, 0, 0, -2.60394
21, 4, 3, 3, 1.5, 2, 0, 0, -2.95619
21, 4, 3, 4, 2, 2, 0, 0, -3.4012
21, 4, 3, 5, 2.5, 2, 0, 0, -3.97872
21, 4, 3, 6, 3, 2, 0, 0, -4.73997
21, 4, 3, 7, 3.5, 2, 0, 0, -5.76031
21, 4, 3, 8, 4, 2, 0, 0, -7.14181
21, 4, 3, 9, 4.5, 2, 0, 0, -9.01078
21, 4, 3, 10, 5, 2, 0, 0, -11.5217
21, 4, 3, 11, 5.5, 2, 0, 0, -14.8624
21, 4, 3, 12, 6, 2, 0, 0, -19.0256
21, 4, 3, 13, 6.5, 2, 0, 0, -23.942
21, 4, 3, 14, 7, 2, 0, 0, -29.4804
21, 4, 3, 15, 7.5, 2, 0, 0, -35.4595
21, 4, 3, 16, 8, 2, 0, 0, -41.6576
21, 4, 3, 17, 8.5, 2, 0, 0, -47.813
21, 4, 3, 18, 9, 2, 0, 0, -53.5617
21, 4, 3, 19, 9.5, 2, 0, 0, -58.1504
21, 4, 3, 0, 0, 1, 0, 1, -0.51696
21, 4, 3, 1, 0.5, 1, 0, 1, -0.551442
21, 4, 3, 2, 1, 1, 0, 1, -0.59696
21, 4, 3, 3, 1.5, 1, 0, 1, -0.666876
21, 4, 3, 4, 2, 1, 0, 1, -0.78291
21, 4, 3, 5, 2.5, 1, 0, 1, -0.978922
21, 4, 3, 6, 3, 1, 0, 1, -1.3162
21, 4, 3, 7, 3.5, 1, 0, 1, -1.89045
21, 4, 3, 8, 4, 1, 0, 1, -2.83578
21, 4, 3, 9, 4.5, 1, 0, 1, -4.32701
21, 4, 3, 10, 5, 1, 0, 1, -6.57753
21, 4, 3, 11, 5.5, 1, 0, 1, -9.80671
21, 4, 3, 12, 6, 1, 0, 1, -14.0429
21, 4, 3, 13, 6.5, 1, 0, 1, -19.2376
21, 4, 3, 14, 7, 1, 0, 1, -25.2268
21, 4, 3, 15, 7.5, 1, 0, 1, -31.7717
21, 4, 3, 16, 8, 1, 0, 1, -38.552
21, 4, 3, 17, 8.5, 1, 0, 1, -45.2153
21, 4, 3, 18, 9, 1, 0, 1, -51.3225
21, 4, 3, 19, 9.5, 1, 0, 1, -56.0406
21, 4, 3, 0, 0, 2, 0, 1, -2.06482
21, 4, 3, 1, 0.5, 2, 0, 1, -2.31555
21, 4, 3, 2, 1, 2, 0, 1, -2.61829
21, 4, 3, 3, 1.5, 2, 0, 1, -2.99624
21, 4, 3, 4, 2, 2, 0, 1, -3.47132
21, 4, 3, 5, 2.5, 2, 0, 1, -4.08377
21, 4, 3, 6, 3, 2, 0, 1, -4.89201
21, 4, 3, 7, 3.5, 2, 0, 1, -5.97404
21, 4, 3, 8, 4, 2, 0, 1, -7.43278
21, 4, 3, 9, 4.5, 2, 0, 1, -9.39641
21, 4, 3, 10, 5, 2, 0, 1, -12.0213
21, 4, 3, 11, 5.5, 2, 0, 1, -15.483
21, 4, 3, 12, 6, 2, 0, 1, -19.7523
21, 4, 3, 13, 6.5, 2, 0, 1, -24.7483
21, 4, 3, 14, 7, 2, 0, 1, -30.3335
21, 4, 3, 15, 7.5, 2, 0, 1, -36.3241
21, 4, 3, 16, 8, 2, 0, 1, -42.5004
21, 4, 3, 17, 8.5, 2, 0, 1, -48.5972
21, 4, 3, 18, 9, 2, 0, 1, -54.26
21, 4, 3, 19, 9.5, 2, 0, 1, -58.7188
21, 4, 3, 0, 0, 1, 1, 0, -0.567081
21, 4, 3, 1, 0.5, 1, 1, 0, -0.586241
21, 4, 3, 2, 1, 1, 1, 0, -0.611335
21, 4, 3, 3, 1.5, 1, 1, 0, -0.651987
21, 4, 3, 4, 2, 1, 1, 0, -0.724396
21, 4, 3, 5, 2.5, 1, 1, 0, -0.854895
21, 4, 3, 6, 3, 1, 1, 0, -1.09552
21, 4, 3, 7, 3.5, 1, 1, 0, -1.53101
21, 4, 3, 8, 4, 1, 1, 0, -2.28695
21, 4, 3, 9, 4.5, 1, 1, 0, -3.53511
21, 4, 3, 10, 5, 1, 1, 0, -5.49096
21, 4, 3, 11, 5.5, 1, 1, 0, -8.38372
21, 4, 3, 12, 6, 1, 1, 0, -12.2931
21, 4, 3, 13, 6.5, 1, 1, 0, -17.2212
21, 4, 3, 14, 7, 1, 1, 0, -23.0508
21, 4, 3, 15, 7.5, 1, 1, 0, -29.5795
21, 4, 3, 16, 8, 1, 1, 0, -36.482
21, 4, 3, 17, 8.5, 1, 1, 0, -43.3836
21, 4, 3, 18, 9, 1, 1, 0, -49.7937
21, 4, 3, 19, 9.5, 1, 1, 0, -54.841
21, 4, 3, 0, 0, 2, 1, 0, -0.754526
21, 4, 3, 1, 0.5, 2, 1, 0, -0.830546
21, 4, 3, 2, 1, 2, 1, 0, -0.939724
21, 4, 3, 3, 1.5, 2, 1, 0, -1.10632
21, 4, 3, 4, 2, 2, 1, 0, -1.34519
21, 4, 3, 5, 2.5, 2, 1, 0, -1.70137
21, 4, 3, 6, 3, 2, 1, 0, -2.2297
21, 4, 3, 7, 3.5, 2, 1, 0, -3.01839
21, 4, 3, 8, 4, 2, 1, 0, -4.17593
21, 4, 3, 9, 4.5, 2, 1, 0, -5.8503
21, 4, 3, 10, 5, 2, 1, 0, -8.20585
21, 4, 3, 11, 5.5, 2, 1, 0, -11.4473
21, 4, 3, 12, 6, 2, 1, 0, -15.5844
21, 4, 3, 13, 6.5, 2, 1, 0, -20.5556
21, 4, 3, 14, 7, 2, 1, 0, -26.2323
21, 4, 3, 15, 7.5, 2, 1, 0, -32.4261
21, 4, 3, 16, 8, 2, 1, 0, -38.8981
21, 4, 3, 17, 8.5, 2, 1, 0, -45.3556
21, 4, 3, 18, 9, 2, 1, 0, -51.4025
21, 4, 3, 19, 9.5, 2, 1, 0, -56.2701
21, 4, 3, 0, 0, 1, 1, 1, -0.598115
21, 4, 3, 1, 0.5, 1, 1, 1, -0.613342
21, 4, 3, 2, 1, 1, 1, 1, -0.636953
21, 4, 3, 3, 1.5, 1, 1, 1, -0.679505
21, 4, 3, 4, 2, 1, 1, 1, -0.757027
21, 4, 3, 5, 2.5, 1, 1, 1, -0.898319
21, 4, 3, 6, 3, 1, 1, 1, -1.15474
21, 4, 3, 7, 3.5, 1, 1, 1, -1.60635
21, 4, 3, 8, 4, 1, 1, 1, -2.36801
21, 4, 3, 9, 4.5, 1, 1, 1, -3.59616
21, 4, 3, 10, 5, 1, 1, 1, -5.49045
21, 4, 3, 11, 5.5, 1, 1, 1, -8.25547
21, 4, 3, 12, 6, 1, 1, 1, -11.9868
21, 4, 3, 13, 6.5, 1, 1, 1, -16.6978
21, 4, 3, 14, 7, 1, 1, 1, -22.3214
21, 4, 3, 15, 7.5, 1, 1, 1, -28.682
21, 4, 3, 16, 8, 1, 1, 1, -35.4868
21, 4, 3, 17, 8.5, 1, 1, 1, -42.3818
21, 4, 3, 18, 9, 1, 1, 1, -48.873
21, 4, 3, 19, 9.5, 1, 1, 1, -54.0458
21, 4, 3, 0, 0, 2, 1, 1, -0.9158
21, 4, 3, 1, 0.5, 2, 1, 1, -1.0483
21, 4, 3, 2, 1, 2, 1, 1, -1.23814
21, 4, 3, 3, 1.5, 2, 1, 1, -1.49463
21, 4, 3, 4, 2, 2, 1, 1, -1.84711
21, 4, 3, 5, 2.5, 2, 1, 1, -2.33979
21, 4, 3, 6, 3, 2, 1, 1, -3.02985
21, 4, 3, 7, 3.5, 2, 1, 1, -4.00104
21, 4, 3, 8, 4, 2, 1, 1, -5.36841
21, 4, 3, 9, 4.5, 2, 1, 1, -7.26481
21, 4, 3, 10, 5, 2, 1, 1, -9.8466
21, 4, 3, 11, 5.5, 2, 1, 1, -13.2962
21, 4, 3, 12, 6, 2, 1, 1, -17.5917
21, 4, 3, 13, 6.5, 2, 1, 1, -22.6506
21, 4, 3, 14, 7, 2, 1, 1, -28.3339
21, 4, 3, 15, 7.5, 2, 1, 1, -34.4534
21, 4, 3, 16, 8, 2, 1, 1, -40.7825
21, 4, 3, 17, 8.5, 2, 1, 1, -47.0455
21, 4, 3, 18, 9, 2, 1, 1, -52.8629
21, 4, 3, 19, 9.5, 2, 1, 1, -57.4698
21, 4, 4, 0, 0, 0, 0, 0, -0.502994
21, 4, 4, 0, 0, 1, 0, 0, -0.316168
21, 4, 4, 1, 0.5, 1, 0, 0, -0.360164
21, 4, 4, 2, 1, 1, 0, 0, -0.419229
21, 4, 4, 3, 1.5, 1, 0, 0, -0.511289
21, 4, 4, 4, 2, 1, 0, 0, -0.654899
21, 4, 4, 5, 2.5, 1, 0, 0, -0.891782
21, 4, 4, 6, 3, 1, 0, 0, -1.2962
21, 4, 4, 7, 3.5, 1, 0, 0, -1.97501
21, 4, 4, 8, 4, 1, 0, 0, -3.08033
21, 4, 4, 9, 4.5, 1, 0, 0, -4.80243
21, 4, 4, 10, 5, 1, 0, 0, -7.35487
21, 4, 4, 11, 5.5, 1, 0, 0, -10.9486
21, 4, 4, 12, 6, 1, 0, 0, -15.5386
21, 4, 4, 13, 6.5, 1, 0, 0, -20.9935
21, 4, 4, 14, 7, 1, 0, 0, -27.0783
21, 4, 4, 15, 7.5, 1, 0, 0, -33.5137
21, 4, 4, 16, 8, 1, 0, 0, -39.9989
21, 4, 4, 17, 8.5, 1, 0, 0, -46.231
21, 4, 4, 18, 9, 1, 0, 0, -51.8635
21, 4, 4, 19, 9.5, 1, 0, 0, -56.1545
21, 4, 4, 0, 0, 2, 0, 0, -1.86624
21, 4, 4, 1, 0.5, 2, 0, 0, -2.07878
21, 4, 4, 2, 1, 2, 0, 0, -2.3524
21, 4, 4, 3, 1.5, 2, 0, 0, -2.69004
21, 4, 4, 4, 2, 2, 0, 0, -3.12688
21, 4, 4, 5, 2.5, 2, 0, 0, -3.6968
21, 4, 4, 6, 3, 2, 0, 0, -4.45762
21, 4, 4, 7, 3.5, 2, 0, 0, -5.49039
21, 4, 4, 8, 4, 2, 0, 0, -6.89858
21, 4, 4, 9, 4.5, 2, 0, 0, -8.81025
21, 4, 4, 10, 5, 2, 0, 0, -11.3785
21, 4, 4, 11, 5.5, 2, 0, 0, -14.7833
21, 4, 4, 12, 6, 2, 0, 0, -19.0003
21, 4, 4, 13, 6.5, 2, 0, 0, -23.9347
21, 4, 4, 14, 7, 2, 0, 0, -29.4342
21, 4, 4, 15, 7.5, 2, 0, 0, -35.3082
21, 4, 4, 16, 8, 2, 0, 0, -41.3427
21, 4, 4, 17, 8.5, 2, 0, 0, -47.2987
21, 4, 4, 18, 9, 2, 0, 0, -52.8524
21, 4, 4, 19, 9.5, 2, 0, 0, -57.312
21, 4, 4, 0, 0, 1, 0, 1, -0.372623
21, 4, 4, 1, 0.5, 1, 0, 1, -0.415238
21, 4, 4, 2, 1, 1, 0, 1, -0.472561
21, 4, 4, 3, 1.5, 1, 0, 1, -0.561544
21, 4, 4, 4, 2, 1, 0, 1, -0.702626
21, 4, 4, 5, 2.5, 1, 0, 1, -0.939279
21, 4, 4, 6, 3, 1, 0, 1, -1.34456
21, 4, 4, 7, 3.5, 1, 0, 1, -2.02449
21, 4, 4, 8, 4, 1, 0, 1, -3.12675
21, 4, 4, 9, 4.5, 1, 0, 1, -4.83419
21, 4, 4, 10, 5, 1, 0, 1, -7.35546
21, 4, 4, 11, 5.5, 1, 0, 1, -10.8835
21, 4, 4, 12, 6, 1, 0, 1, -15.3881
21, 4, 4, 13, 6.5, 1, 0, 1, -20.7547
21, 4, 4, 14, 7, 1, 0, 1, -26.7693
21, 4, 4, 15, 7.5, 1, 0, 1, -33.1726
21, 4, 4, 16, 8, 1, 0, 1, -39.6616
21, 4, 4, 17, 8.5, 1, 0, 1, -45.9305
21, 4, 4, 18, 9, 1, 0, 1, -51.6344
21, 4, 4, 19, 9.5, 1, 0, 1, -56.0069
21, 4, 4, 0, 0, 2, 0, 1, -1.84683
21, 4, 4, 1, 0.5, 2, 0, 1, -2.07903
21, 4, 4, 2, 1, 2, 0, 1, -2.36811
21, 4, 4, 3, 1.5, 2, 0, 1, -2.73115
21, 4, 4, 4, 2, 2, 0, 1, -3.19383
21, 4, 4, 5, 2.5, 2, 0, 1, -3.80047
21, 4, 4, 6, 3, 2, 0, 1, -4.61066
21, 4, 4, 7, 3.5, 2, 0, 1, -5.70655
21, 4, 4, 8, 4, 2, 0, 1, -7.19574
21, 4, 4, 9, 4.5, 2, 0, 1, -9.20826
21, 4, 4, 10, 5, 2, 0, 1, -11.897
21, 4, 4, 11, 5.5, 2, 0, 1, -15.4273
21, 4, 4, 12, 6, 2, 0, 1, -19.7518
21, 4, 4, 13, 6.5, 2, 0, 1, -24.7644
21, 4, 4, 14, 7, 2, 0, 1, -30.3061
21, 4, 4, 15, 7.5, 2, 0, 1, -36.1868
21, 4, 4, 16, 8, 2, 0, 1, -42.1921
21, 4, 4, 17, 8.5, 2, 0, 1, -48.0856
21, 4, 4, 18, 9, 2, 0, 1, -53.5555
21, 4, 4, 19, 9.5, 2, 0, 1, -57.8827
21, 4, 4, 0, 0, 1, 1, 0, -0.438961
21, 4, 4, 1, 0.5, 1, 1, 0, -0.46481
21, 4, 4, 2, 1, 1, 1, 0, -0.498566
21, 4, 4, 3, 1.5, 1, 1, 0, -0.553022
21, 4, 4, 4, 2, 1, 1, 0, -0.642763
21, 4, 4, 5, 2.5, 1, 1, 0, -0.803445
21, 4, 4, 6, 3, 1, 1, 0, -1.09799
21, 4, 4, 7, 3.5, 1, 1, 0, -1.62289
21, 4, 4, 8, 4, 1, 1, 0, -2.52151
21, 4, 4, 9, 4.5, 1, 1, 0, -3.9808
21, 4, 4, 10, 5, 1, 1, 0, -6.2209
21, 4, 4, 11, 5.5, 1, 1, 0, -9.45581
21, 4, 4, 12, 6, 1, 1, 0, -13.7132
21, 4, 4, 13, 6.5, 1, 1, 0, -18.9249
21, 4, 4, 14, 7, 1, 1, 0, -24.9073
21, 4, 4, 15, 7.5, 1, 1, 0, -31.4128
21, 4, 4, 16, 8, 1, 1, 0, -38.1064
21, 4, 4, 17, 8.5, 1, 1, 0, -44.6342
21, 4, 4, 18, 9, 1, 1, 0, -50.6457
21, 4, 4, 19, 9.5, 1, 1, 0, -55.3013
21, 4, 4, 0, 0, 2, 1, 0, -0.624001
21, 4, 4, 1, 0.5, 2, 1, 0, -0.696076
21, 4, 4, 2, 1, 2, 1, 0, -0.8
21, 4, 4, 3, 1.5, 2, 1, 0, -0.962752
21, 4, 4, 4, 2, 2, 1, 0, -1.20382
21, 4, 4, 5, 2.5, 2, 1, 0, -1.56447
21, 4, 4, 6, 3, 2, 1, 0, -2.11515
21, 4, 4, 7, 3.5, 2, 1, 0, -2.94065
21, 4, 4, 8, 4, 2, 1, 0, -4.16316
21, 4, 4, 9, 4.5, 2, 1, 0, -5.93154
21, 4, 4, 10, 5, 2, 1, 0, -8.40706
21, 4, 4, 11, 5.5, 2, 1, 0, -11.7868
21, 4, 4, 12, 6, 2, 1, 0, -16.0535
21, 4, 4, 13, 6.5, 2, 1, 0, -21.1122
21, 4, 4, 14, 7, 2, 1, 0, -26.8029
21, 4, 4, 15, 7.5, 2, 1, 0, -32.9164
21, 4, 4, 16, 8, 2, 1, 0, -39.2116
21, 4, 4, 17, 8.5, 2, 1, 0, -45.4208
21, 4, 4, 18, 9, 2, 1, 0, -51.1932
21, 4, 4, 19, 9.5, 2, 1, 0, -55.8322
21, 4, 4, 0, 0, 1, 1, 1, -0.482158
21, 4, 4, 1, 0.5, 1, 1, 1, -0.501443
21, 4, 4, 2, 1, 1, 1, 1, -0.53095
21, 4, 4, 3, 1.5, 1, 1, 1, -0.583074
21, 4, 4, 4, 2, 1, 1, 1, -0.6747
21, 4, 4, 5, 2.5, 1, 1, 1, -0.843389
21, 4, 4, 6, 3, 1, 1, 1, -1.15036
21, 4, 4, 7, 3.5, 1, 1, 1, -1.68821
21, 4, 4, 8, 4, 1, 1, 1, -2.58984
21, 4, 4, 9, 4.5, 1, 1, 1, -4.02686
21, 4, 4, 10, 5, 1, 1, 1, -6.20512
21, 4, 4, 11, 5.5, 1, 1, 1, -9.31592
21, 4, 4, 12, 6, 1, 1, 1, -13.4084
21, 4, 4, 13, 6.5, 1, 1, 1, -18.4278
21, 4, 4, 14, 7, 1, 1, 1, -24.2405
21, 4, 4, 15, 7.5, 1, 1, 1, -30.6254
21, 4, 4, 16, 8, 1, 1, 1, -37.2711
21, 4, 4, 17, 8.5, 1, 1, 1, -43.8246
21, 4, 4, 18, 9, 1, 1, 1, -49.9315
21, 4, 4, 19, 9.5, 1, 1, 1, -54.749
21, 4, 4, 0, 0, 2, 1, 1, -0.775852
21, 4, 4, 1, 0.5, 2, 1, 1, -0.9009
21, 4, 4, 2, 1, 2, 1, 1, -1.07865
21, 4, 4, 3, 1.5, 2, 1, 1, -1.32793
21, 4, 4, 4, 2, 2, 1, 1, -1.67128
21, 4, 4, 5, 2.5, 2, 1, 1, -2.16308
21, 4, 4, 6, 3, 2, 1, 1, -2.85946
21, 4, 4, 7, 3.5, 2, 1, 1, -3.85735
21, 4, 4, 8, 4, 2, 1, 1, -5.26983
21, 4, 4, 9, 4.5, 2, 1, 1, -7.23484
21, 4, 4, 10, 5, 2, 1, 1, -9.90707
21, 4, 4, 11, 5.5, 2, 1, 1, -13.4602
21, 4, 4, 12, 6, 2, 1, 1, -17.8457
21, 4, 4, 13, 6.5, 2, 1, 1, -22.9529
21, 4, 4, 14, 7, 2, 1, 1, -28.6198
21, 4, 4, 15, 7.5, 2, 1, 1, -34.6444
21, 4, 4, 16, 8, 2, 1, 1, -40.8004
21, 4, 4, 17, 8.5, 2, 1, 1, -46.8367
21, 4, 4, 18, 9, 2, 1, 1, -52.419
21, 4, 4, 19, 9.5, 2, 1, 1, -56.8451
21, 4, 5, 0, 0, 0, 0, 0, -0.367987
21, 4, 5, 0, 0, 1, 0, 0, -0.19823
21, 4, 5, 1, 0.5, 1, 0, 0, -0.2432
21, 4, 5, 2, 1, 1, 0, 0, -0.305455
21, 4, 5, 3, 1.5, 1, 0, 0, -0.406383
21, 4, 5, 4, 2, 1, 0, 0, -0.571842
21, 4, 5, 5, 2.5, 1, 0, 0, -0.855378
21, 4, 5, 6, 3, 1, 0, 0, -1.35681
21, 4, 5, 7, 3.5, 1, 0, 0, -2.22104
21, 4, 5, 8, 4, 1, 0, 0, -3.65616
21, 4, 5, 9, 4.5, 1, 0, 0, -5.92371
21, 4, 5, 10, 5, 1, 0, 0, -9.31165
21, 4, 5, 11, 5.5, 1, 0, 0, -14.0809
21, 4, 5, 12, 6, 1, 0, 0, -20.1545
21, 4, 5, 13, 6.5, 1, 0, 0, -27.3031
21, 4, 5, 14, 7, 1, 0, 0, -35.1903
21, 4, 5, 15, 7.5, 1, 0, 0, -43.3965
21, 4, 5, 16, 8, 1, 0, 0, -51.4983
21, 4, 5, 17, 8.5, 1, 0, 0, -59.1067
21, 4, 5, 18, 9, 1, 0, 0, -65.8081
21, 4, 5, 19, 9.5, 1, 0, 0, -70.7976
21, 4, 5, 0, 0, 2, 0, 0, -1.85716
21, 4, 5, 1, 0.5, 2, 0, 0, -2.11394
21, 4, 5, 2, 1, 2, 0, 0, -2.43849
21, 4, 5, 3, 1.5, 2, 0, 0, -2.85171
21, 4, 5, 4, 2, 2, 0, 0, -3.39654
21, 4, 5, 5, 2.5, 2, 0, 0, -4.12554
21, 4, 5, 6, 3, 2, 0, 0, -5.124
21, 4, 5, 7, 3.5, 2, 0, 0, -6.50546
21, 4, 5, 8, 4, 2, 0, 0, -8.41704
21, 4, 5, 9, 4.5, 2, 0, 0, -11.037
21, 4, 5, 10, 5, 2, 0, 0, -14.5627
21, 4, 5, 11, 5.5, 2, 0, 0, -19.2025
21, 4, 5, 12, 6, 2, 0, 0, -24.8718
21, 4, 5, 13, 6.5, 2, 0, 0, -31.3963
21, 4, 5, 14, 7, 2, 0, 0, -38.5324
21, 4, 5, 15, 7.5, 2, 0, 0, -45.9961
21, 4, 5, 16, 8, 2, 0, 0, -53.4909
21, 4, 5, 17, 8.5, 2, 0, 0, -60.7057
21, 4, 5, 18, 9, 2, 0, 0, -67.2583
21, 4, 5, 19, 9.5, 2, 0, 0, -72.3687
21, 4, 5, 0, 0, 1, 0, 1, -0.252403
21, 4, 5, 1, 0.5, 1, 0, 1, -0.296098
21, 4, 5, 2, 1, 1, 0, 1, -0.356966
21, 4, 5, 3, 1.5, 1, 0, 1, -0.455893
21, 4, 5, 4, 2, 1, 0, 1, -0.620899
