NAICS, region, gravity, DAVgrid, DAV, orderedvio, laginv, lag2inv, value
21, 6, 3, 13, 6.5, 2, 1, 0, -24.1461
21, 6, 3, 14, 7, 2, 1, 0, -29.3001
21, 6, 3, 15, 7.5, 2, 1, 0, -34.6633
21, 6, 3, 16, 8, 2, 1, 0, -40.075
21, 6, 3, 17, 8.5, 2, 1, 0, -45.3625
21, 6, 3, 18, 9, 2, 1, 0, -50.2841
21, 6, 3, 19, 9.5, 2, 1, 0, -54.2835
21, 6, 3, 0, 0, 1, 1, 1, -0.246815
21, 6, 3, 1, 0.5, 1, 1, 1, -0.304509
21, 6, 3, 2, 1, 1, 1, 1, -0.38959
21, 6, 3, 3, 1.5, 1, 1, 1, -0.529334
21, 6, 3, 4, 2, 1, 1, 1, -0.761444
21, 6, 3, 5, 2.5, 1, 1, 1, -1.15015
21, 6, 3, 6, 3, 1, 1, 1, -1.78679
21, 6, 3, 7, 3.5, 1, 1, 1, -2.78632
21, 6, 3, 8, 4, 1, 1, 1, -4.28355
21, 6, 3, 9, 4.5, 1, 1, 1, -6.41862
21, 6, 3, 10, 5, 1, 1, 1, -9.3217
21, 6, 3, 11, 5.5, 1, 1, 1, -13.0636
21, 6, 3, 12, 6, 1, 1, 1, -17.5659
21, 6, 3, 13, 6.5, 1, 1, 1, -22.6841
21, 6, 3, 14, 7, 1, 1, 1, -28.2407
21, 6, 3, 15, 7.5, 1, 1, 1, -34.0234
21, 6, 3, 16, 8, 1, 1, 1, -39.8102
21, 6, 3, 17, 8.5, 1, 1, 1, -45.3728
21, 6, 3, 18, 9, 1, 1, 1, -50.4381
21, 6, 3, 19, 9.5, 1, 1, 1, -54.3636
21, 6, 3, 0, 0, 2, 1, 1, -0.83939
21, 6, 3, 1, 0.5, 2, 1, 1, -1.05932
21, 6, 3, 2, 1, 2, 1, 1, -1.35511
21, 6, 3, 3, 1.5, 2, 1, 1, -1.76657
21, 6, 3, 4, 2, 2, 1, 1, -2.33389
21, 6, 3, 5, 2.5, 2, 1, 1, -3.10578
21, 6, 3, 6, 3, 2, 1, 1, -4.16333
21, 6, 3, 7, 3.5, 2, 1, 1, -5.57537
21, 6, 3, 8, 4, 2, 1, 1, -7.43595
21, 6, 3, 9, 4.5, 2, 1, 1, -9.82672
21, 6, 3, 10, 5, 2, 1, 1, -12.8253
21, 6, 3, 11, 5.5, 2, 1, 1, -16.5112
21, 6, 3, 12, 6, 2, 1, 1, -20.79
21, 6, 3, 13, 6.5, 2, 1, 1, -25.5378
21, 6, 3, 14, 7, 2, 1, 1, -30.6167
21, 6, 3, 15, 7.5, 2, 1, 1, -35.8816
21, 6, 3, 16, 8, 2, 1, 1, -41.1828
21, 6, 3, 17, 8.5, 2, 1, 1, -46.3553
21, 6, 3, 18, 9, 2, 1, 1, -51.1576
21, 6, 3, 19, 9.5, 2, 1, 1, -55.0137
21, 6, 4, 0, 0, 0, 0, 0, -0.230738
21, 6, 4, 0, 0, 1, 0, 0, 0.102177
21, 6, 4, 1, 0.5, 1, 0, 0, -0.0227582
21, 6, 4, 2, 1, 1, 0, 0, -0.211745
21, 6, 4, 3, 1.5, 1, 0, 0, -0.495046
21, 6, 4, 4, 2, 1, 0, 0, -0.922656
21, 6, 4, 5, 2.5, 1, 0, 0, -1.57122
21, 6, 4, 6, 3, 1, 0, 0, -2.52847
21, 6, 4, 7, 3.5, 1, 0, 0, -3.89385
21, 6, 4, 8, 4, 1, 0, 0, -5.76226
21, 6, 4, 9, 4.5, 1, 0, 0, -8.20899
21, 6, 4, 10, 5, 1, 0, 0, -11.2845
21, 6, 4, 11, 5.5, 1, 0, 0, -15.0029
21, 6, 4, 12, 6, 1, 0, 0, -19.2141
21, 6, 4, 13, 6.5, 1, 0, 0, -23.7724
21, 6, 4, 14, 7, 1, 0, 0, -28.5362
21, 6, 4, 15, 7.5, 1, 0, 0, -33.3836
21, 6, 4, 16, 8, 1, 0, 0, -38.2034
21, 6, 4, 17, 8.5, 1, 0, 0, -42.8659
21, 6, 4, 18, 9, 1, 0, 0, -47.1561
21, 6, 4, 19, 9.5, 1, 0, 0, -50.4727
21, 6, 4, 0, 0, 2, 0, 0, -1.47183
21, 6, 4, 1, 0.5, 2, 0, 0, -1.73609
21, 6, 4, 2, 1, 2, 0, 0, -2.05879
21, 6, 4, 3, 1.5, 2, 0, 0, -2.48007
21, 6, 4, 4, 2, 2, 0, 0, -3.03342
21, 6, 4, 5, 2.5, 2, 0, 0, -3.76734
21, 6, 4, 6, 3, 2, 0, 0, -4.73204
21, 6, 4, 7, 3.5, 2, 0, 0, -5.99244
21, 6, 4, 8, 4, 2, 0, 0, -7.61596
21, 6, 4, 9, 4.5, 2, 0, 0, -9.67005
21, 6, 4, 10, 5, 2, 0, 0, -12.2252
21, 6, 4, 11, 5.5, 2, 0, 0, -15.3625
21, 6, 4, 12, 6, 2, 0, 0, -19.0308
21, 6, 4, 13, 6.5, 2, 0, 0, -23.152
21, 6, 4, 14, 7, 2, 0, 0, -27.6294
21, 6, 4, 15, 7.5, 2, 0, 0, -32.3539
21, 6, 4, 16, 8, 2, 0, 0, -37.2064
21, 6, 4, 17, 8.5, 2, 0, 0, -42.0433
21, 6, 4, 18, 9, 2, 0, 0, -46.6387
21, 6, 4, 19, 9.5, 2, 0, 0, -50.4286
21, 6, 4, 0, 0, 1, 0, 1, 0.0502043
21, 6, 4, 1, 0.5, 1, 0, 1, -0.076068
21, 6, 4, 2, 1, 1, 0, 1, -0.26381
21, 6, 4, 3, 1.5, 1, 0, 1, -0.542525
21, 6, 4, 4, 2, 1, 0, 1, -0.961212
21, 6, 4, 5, 2.5, 1, 0, 1, -1.59255
21, 6, 4, 6, 3, 1, 0, 1, -2.51917
21, 6, 4, 7, 3.5, 1, 0, 1, -3.83624
21, 6, 4, 8, 4, 1, 0, 1, -5.63629
21, 6, 4, 9, 4.5, 1, 0, 1, -7.99687
21, 6, 4, 10, 5, 1, 0, 1, -10.9819
21, 6, 4, 11, 5.5, 1, 0, 1, -14.6128
21, 6, 4, 12, 6, 1, 0, 1, -18.7649
21, 6, 4, 13, 6.5, 1, 0, 1, -23.3044
21, 6, 4, 14, 7, 1, 0, 1, -28.0909
21, 6, 4, 15, 7.5, 1, 0, 1, -32.9989
21, 6, 4, 16, 8, 1, 0, 1, -37.8968
21, 6, 4, 17, 8.5, 1, 0, 1, -42.6414
21, 6, 4, 18, 9, 1, 0, 1, -47.0106
21, 6, 4, 19, 9.5, 1, 0, 1, -50.3943
21, 6, 4, 0, 0, 2, 0, 1, -1.4887
21, 6, 4, 1, 0.5, 2, 0, 1, -1.76168
21, 6, 4, 2, 1, 2, 0, 1, -2.10064
21, 6, 4, 3, 1.5, 2, 0, 1, -2.54515
21, 6, 4, 4, 2, 2, 0, 1, -3.12913
21, 6, 4, 5, 2.5, 2, 0, 1, -3.90145
21, 6, 4, 6, 3, 2, 0, 1, -4.91967
21, 6, 4, 7, 3.5, 2, 0, 1, -6.24399
21, 6, 4, 8, 4, 2, 0, 1, -7.94271
21, 6, 4, 9, 4.5, 2, 0, 1, -10.0826
21, 6, 4, 10, 5, 2, 0, 1, -12.7313
21, 6, 4, 11, 5.5, 2, 0, 1, -15.9593
21, 6, 4, 12, 6, 2, 0, 1, -19.7018
21, 6, 4, 13, 6.5, 2, 0, 1, -23.8752
21, 6, 4, 14, 7, 2, 0, 1, -28.3807
21, 6, 4, 15, 7.5, 2, 0, 1, -33.1105
21, 6, 4, 16, 8, 2, 0, 1, -37.9449
21, 6, 4, 17, 8.5, 2, 0, 1, -42.7403
21, 6, 4, 18, 9, 2, 0, 1, -47.2738
21, 6, 4, 19, 9.5, 2, 0, 1, -50.9637
21, 6, 4, 0, 0, 1, 1, 0, -0.0313581
21, 6, 4, 1, 0.5, 1, 1, 0, -0.12969
21, 6, 4, 2, 1, 1, 1, 0, -0.269078
21, 6, 4, 3, 1.5, 1, 1, 0, -0.471822
21, 6, 4, 4, 2, 1, 1, 0, -0.778116
21, 6, 4, 5, 2.5, 1, 1, 0, -1.25491
21, 6, 4, 6, 3, 1, 1, 0, -1.98475
21, 6, 4, 7, 3.5, 1, 1, 0, -3.07677
21, 6, 4, 8, 4, 1, 1, 0, -4.65058
21, 6, 4, 9, 4.5, 1, 1, 0, -6.82058
21, 6, 4, 10, 5, 1, 1, 0, -9.68403
21, 6, 4, 11, 5.5, 1, 1, 0, -13.2853
21, 6, 4, 12, 6, 1, 1, 0, -17.515
21, 6, 4, 13, 6.5, 1, 1, 0, -22.2249
21, 6, 4, 14, 7, 1, 1, 0, -27.2436
21, 6, 4, 15, 7.5, 1, 1, 0, -32.4049
21, 6, 4, 16, 8, 1, 1, 0, -37.5441
21, 6, 4, 17, 8.5, 1, 1, 0, -42.4946
21, 6, 4, 18, 9, 1, 1, 0, -47.0086
21, 6, 4, 19, 9.5, 1, 1, 0, -50.4954
21, 6, 4, 0, 0, 2, 1, 0, -0.428883
21, 6, 4, 1, 0.5, 2, 1, 0, -0.569781
21, 6, 4, 2, 1, 2, 1, 0, -0.776251
21, 6, 4, 3, 1.5, 2, 1, 0, -1.07903
21, 6, 4, 4, 2, 2, 1, 0, -1.52418
21, 6, 4, 5, 2.5, 2, 1, 0, -2.16639
21, 6, 4, 6, 3, 2, 1, 0, -3.0625
21, 6, 4, 7, 3.5, 2, 1, 0, -4.29581
21, 6, 4, 8, 4, 2, 1, 0, -5.93073
21, 6, 4, 9, 4.5, 2, 1, 0, -8.04864
21, 6, 4, 10, 5, 2, 1, 0, -10.7093
21, 6, 4, 11, 5.5, 2, 1, 0, -13.9903
21, 6, 4, 12, 6, 2, 1, 0, -17.822
21, 6, 4, 13, 6.5, 2, 1, 0, -22.1042
21, 6, 4, 14, 7, 2, 1, 0, -26.7221
21, 6, 4, 15, 7.5, 2, 1, 0, -31.554
21, 6, 4, 16, 8, 2, 1, 0, -36.4738
21, 6, 4, 17, 8.5, 2, 1, 0, -41.3377
21, 6, 4, 18, 9, 2, 1, 0, -45.9277
21, 6, 4, 19, 9.5, 2, 1, 0, -49.7137
21, 6, 4, 0, 0, 1, 1, 1, -0.125877
21, 6, 4, 1, 0.5, 1, 1, 1, -0.202543
21, 6, 4, 2, 1, 1, 1, 1, -0.313833
21, 6, 4, 3, 1.5, 1, 1, 1, -0.483571
21, 6, 4, 4, 2, 1, 1, 1, -0.75487
21, 6, 4, 5, 2.5, 1, 1, 1, -1.19445
21, 6, 4, 6, 3, 1, 1, 1, -1.88694
21, 6, 4, 7, 3.5, 1, 1, 1, -2.94021
21, 6, 4, 8, 4, 1, 1, 1, -4.4701
21, 6, 4, 9, 4.5, 1, 1, 1, -6.5879
21, 6, 4, 10, 5, 1, 1, 1, -9.38998
21, 6, 4, 11, 5.5, 1, 1, 1, -12.9179
21, 6, 4, 12, 6, 1, 1, 1, -17.0806
21, 6, 4, 13, 6.5, 1, 1, 1, -21.7433
21, 6, 4, 14, 7, 1, 1, 1, -26.7499
21, 6, 4, 15, 7.5, 1, 1, 1, -31.9369
21, 6, 4, 16, 8, 1, 1, 1, -37.1304
21, 6, 4, 17, 8.5, 1, 1, 1, -42.1629
21, 6, 4, 18, 9, 1, 1, 1, -46.7623
21, 6, 4, 19, 9.5, 1, 1, 1, -50.3344
21, 6, 4, 0, 0, 2, 1, 1, -0.682649
21, 6, 4, 1, 0.5, 2, 1, 1, -0.892776
21, 6, 4, 2, 1, 2, 1, 1, -1.17652
21, 6, 4, 3, 1.5, 2, 1, 1, -1.56706
21, 6, 4, 4, 2, 2, 1, 1, -2.11045
21, 6, 4, 5, 2.5, 2, 1, 1, -2.84649
21, 6, 4, 6, 3, 2, 1, 1, -3.84467
21, 6, 4, 7, 3.5, 2, 1, 1, -5.1656
21, 6, 4, 8, 4, 2, 1, 1, -6.88568
21, 6, 4, 9, 4.5, 2, 1, 1, -9.06693
21, 6, 4, 10, 5, 2, 1, 1, -11.7752
21, 6, 4, 11, 5.5, 2, 1, 1, -15.0805
21, 6, 4, 12, 6, 2, 1, 1, -18.907
21, 6, 4, 13, 6.5, 2, 1, 1, -23.1598
21, 6, 4, 14, 7, 2, 1, 1, -27.731
21, 6, 4, 15, 7.5, 2, 1, 1, -32.5054
21, 6, 4, 16, 8, 2, 1, 1, -37.3617
21, 6, 4, 17, 8.5, 2, 1, 1, -42.1587
21, 6, 4, 18, 9, 2, 1, 1, -46.6741
21, 6, 4, 19, 9.5, 2, 1, 1, -50.3537
21, 6, 5, 0, 0, 0, 0, 0, -0.223082
21, 6, 5, 0, 0, 1, 0, 0, 0.0714815
21, 6, 5, 1, 0.5, 1, 0, 0, -0.0662925
21, 6, 5, 2, 1, 1, 0, 0, -0.280764
21, 6, 5, 3, 1.5, 1, 0, 0, -0.614987
21, 6, 5, 4, 2, 1, 0, 0, -1.13752
21, 6, 5, 5, 2.5, 1, 0, 0, -1.95573
21, 6, 5, 6, 3, 1, 0, 0, -3.19659
21, 6, 5, 7, 3.5, 1, 0, 0, -5.0068
21, 6, 5, 8, 4, 1, 0, 0, -7.5292
21, 6, 5, 9, 4.5, 1, 0, 0, -10.8787
21, 6, 5, 10, 5, 1, 0, 0, -15.1194
21, 6, 5, 11, 5.5, 1, 0, 0, -20.2374
21, 6, 5, 12, 6, 1, 0, 0, -25.9855
21, 6, 5, 13, 6.5, 1, 0, 0, -32.1033
21, 6, 5, 14, 7, 1, 0, 0, -38.3744
21, 6, 5, 15, 7.5, 1, 0, 0, -44.6014
21, 6, 5, 16, 8, 1, 0, 0, -50.6284
21, 6, 5, 17, 8.5, 1, 0, 0, -56.3051
21, 6, 5, 18, 9, 1, 0, 0, -61.394
21, 6, 5, 19, 9.5, 1, 0, 0, -65.2344
21, 6, 5, 0, 0, 2, 0, 0, -1.62409
21, 6, 5, 1, 0.5, 2, 0, 0, -1.93448
21, 6, 5, 2, 1, 2, 0, 0, -2.345
21, 6, 5, 3, 1.5, 2, 0, 0, -2.88873
21, 6, 5, 4, 2, 2, 0, 0, -3.62812
21, 6, 5, 5, 2.5, 2, 0, 0, -4.62731
21, 6, 5, 6, 3, 2, 0, 0, -5.97059
21, 6, 5, 7, 3.5, 2, 0, 0, -7.75097
21, 6, 5, 8, 4, 2, 0, 0, -10.0668
21, 6, 5, 9, 4.5, 2, 0, 0, -13.0097
21, 6, 5, 10, 5, 2, 0, 0, -16.6609
21, 6, 5, 11, 5.5, 2, 0, 0, -21.0896
21, 6, 5, 12, 6, 2, 0, 0, -26.1707
21, 6, 5, 13, 6.5, 2, 0, 0, -31.7482
21, 6, 5, 14, 7, 2, 0, 0, -37.6546
21, 6, 5, 15, 7.5, 2, 0, 0, -43.723
21, 6, 5, 16, 8, 2, 0, 0, -49.7881
21, 6, 5, 17, 8.5, 2, 0, 0, -55.6711
21, 6, 5, 18, 9, 2, 0, 0, -61.1067
21, 6, 5, 19, 9.5, 2, 0, 0, -65.4635
21, 6, 5, 0, 0, 1, 0, 1, 0.0206327
21, 6, 5, 1, 0.5, 1, 0, 1, -0.118094
21, 6, 5, 2, 1, 1, 0, 1, -0.33115
21, 6, 5, 3, 1.5, 1, 0, 1, -0.660892
21, 6, 5, 4, 2, 1, 0, 1, -1.1743
21, 6, 5, 5, 2.5, 1, 0, 1, -1.97563
21, 6, 5, 6, 3, 1, 0, 1, -3.18534
21, 6, 5, 7, 3.5, 1, 0, 1, -4.945
21, 6, 5, 8, 4, 1, 0, 1, -7.39372
21, 6, 5, 9, 4.5, 1, 0, 1, -10.6514
21, 6, 5, 10, 5, 1, 0, 1, -14.7889
21, 6, 5, 11, 5.5, 1, 0, 1, -19.8073
21, 6, 5, 12, 6, 1, 0, 1, -25.4823
21, 6, 5, 13, 6.5, 1, 0, 1, -31.5767
21, 6, 5, 14, 7, 1, 0, 1, -37.88
21, 6, 5, 15, 7.5, 1, 0, 1, -44.1768
21, 6, 5, 16, 8, 1, 0, 1, -50.2956
21, 6, 5, 17, 8.5, 1, 0, 1, -56.0688
21, 6, 5, 18, 9, 1, 0, 1, -61.2453
21, 6, 5, 19, 9.5, 1, 0, 1, -65.1572
21, 6, 5, 0, 0, 2, 0, 1, -1.64245
21, 6, 5, 1, 0.5, 2, 0, 1, -1.97073
21, 6, 5, 2, 1, 2, 0, 1, -2.39992
21, 6, 5, 3, 1.5, 2, 0, 1, -2.97923
21, 6, 5, 4, 2, 2, 0, 1, -3.75907
21, 6, 5, 5, 2.5, 2, 0, 1, -4.81634
21, 6, 5, 6, 3, 2, 0, 1, -6.23396
21, 6, 5, 7, 3.5, 2, 0, 1, -8.10547
21, 6, 5, 8, 4, 2, 0, 1, -10.5279
21, 6, 5, 9, 4.5, 2, 0, 1, -13.5885
21, 6, 5, 10, 5, 2, 0, 1, -17.362
21, 6, 5, 11, 5.5, 2, 0, 1, -21.8999
21, 6, 5, 12, 6, 2, 0, 1, -27.0588
21, 6, 5, 13, 6.5, 2, 0, 1, -32.6793
21, 6, 5, 14, 7, 2, 0, 1, -38.5937
21, 6, 5, 15, 7.5, 2, 0, 1, -44.6403
21, 6, 5, 16, 8, 2, 0, 1, -50.6569
21, 6, 5, 17, 8.5, 2, 0, 1, -56.4654
21, 6, 5, 18, 9, 2, 0, 1, -61.8116
21, 6, 5, 19, 9.5, 2, 0, 1, -66.0363
21, 6, 5, 0, 0, 1, 1, 0, -0.0523356
21, 6, 5, 1, 0.5, 1, 1, 0, -0.158068
21, 6, 5, 2, 1, 1, 1, 0, -0.313918
21, 6, 5, 3, 1.5, 1, 1, 0, -0.5521
21, 6, 5, 4, 2, 1, 1, 0, -0.926734
21, 6, 5, 5, 2.5, 1, 1, 0, -1.53297
21, 6, 5, 6, 3, 1, 1, 0, -2.48924
21, 6, 5, 7, 3.5, 1, 1, 0, -3.95355
21, 6, 5, 8, 4, 1, 1, 0, -6.10029
21, 6, 5, 9, 4.5, 1, 1, 0, -9.09875
21, 6, 5, 10, 5, 1, 1, 0, -13.067
21, 6, 5, 11, 5.5, 1, 1, 0, -18.0389
21, 6, 5, 12, 6, 1, 1, 0, -23.8131
21, 6, 5, 13, 6.5, 1, 1, 0, -30.1356
21, 6, 5, 14, 7, 1, 1, 0, -36.7475
21, 6, 5, 15, 7.5, 1, 1, 0, -43.3781
21, 6, 5, 16, 8, 1, 1, 0, -49.8043
21, 6, 5, 17, 8.5, 1, 1, 0, -55.8366
21, 6, 5, 18, 9, 1, 1, 0, -61.2009
21, 6, 5, 19, 9.5, 1, 1, 0, -65.2291
21, 6, 5, 0, 0, 2, 1, 0, -0.470672
21, 6, 5, 1, 0.5, 2, 1, 0, -0.640342
21, 6, 5, 2, 1, 2, 1, 0, -0.897117
21, 6, 5, 3, 1.5, 2, 1, 0, -1.28974
21, 6, 5, 4, 2, 2, 1, 0, -1.87355
21, 6, 5, 5, 2.5, 2, 1, 0, -2.7373
21, 6, 5, 6, 3, 2, 1, 0, -3.97126
21, 6, 5, 7, 3.5, 2, 1, 0, -5.68493
21, 6, 5, 8, 4, 2, 1, 0, -7.98567
21, 6, 5, 9, 4.5, 2, 1, 0, -10.9772
21, 6, 5, 10, 5, 2, 1, 0, -14.7336
21, 6, 5, 11, 5.5, 2, 1, 0, -19.3228
21, 6, 5, 12, 6, 2, 1, 0, -24.5993
21, 6, 5, 13, 6.5, 2, 1, 0, -30.3817
21, 6, 5, 14, 7, 2, 1, 0, -36.478
21, 6, 5, 15, 7.5, 2, 1, 0, -42.701
21, 6, 5, 16, 8, 2, 1, 0, -48.8729
21, 6, 5, 17, 8.5, 2, 1, 0, -54.8137
21, 6, 5, 18, 9, 2, 1, 0, -60.2711
21, 6, 5, 19, 9.5, 2, 1, 0, -64.6452
21, 6, 5, 0, 0, 1, 1, 1, -0.138552
21, 6, 5, 1, 0.5, 1, 1, 1, -0.221192
21, 6, 5, 2, 1, 1, 1, 1, -0.347448
21, 6, 5, 3, 1.5, 1, 1, 1, -0.551168
21, 6, 5, 4, 2, 1, 1, 1, -0.889946
21, 6, 5, 5, 2.5, 1, 1, 1, -1.45964
21, 6, 5, 6, 3, 1, 1, 1, -2.38149
21, 6, 5, 7, 3.5, 1, 1, 1, -3.81206
21, 6, 5, 8, 4, 1, 1, 1, -5.92064
21, 6, 5, 9, 4.5, 1, 1, 1, -8.86973
21, 6, 5, 10, 5, 1, 1, 1, -12.7698
21, 6, 5, 11, 5.5, 1, 1, 1, -17.6558
21, 6, 5, 12, 6, 1, 1, 1, -23.3394
21, 6, 5, 13, 6.5, 1, 1, 1, -29.6032
21, 6, 5, 14, 7, 1, 1, 1, -36.1919
21, 6, 5, 15, 7.5, 1, 1, 1, -42.8479
21, 6, 5, 16, 8, 1, 1, 1, -49.3382
21, 6, 5, 17, 8.5, 1, 1, 1, -55.4599
21, 6, 5, 18, 9, 1, 1, 1, -60.9307
21, 6, 5, 19, 9.5, 1, 1, 1, -65.0497
21, 6, 5, 0, 0, 2, 1, 1, -0.757348
21, 6, 5, 1, 0.5, 2, 1, 1, -1.01297
21, 6, 5, 2, 1, 2, 1, 1, -1.37478
21, 6, 5, 3, 1.5, 2, 1, 1, -1.88511
21, 6, 5, 4, 2, 2, 1, 1, -2.6063
21, 6, 5, 5, 2.5, 2, 1, 1, -3.61492
21, 6, 5, 6, 3, 2, 1, 1, -4.99731
21, 6, 5, 7, 3.5, 2, 1, 1, -6.85684
21, 6, 5, 8, 4, 2, 1, 1, -9.29131
21, 6, 5, 9, 4.5, 2, 1, 1, -12.3895
21, 6, 5, 10, 5, 2, 1, 1, -16.2221
21, 6, 5, 11, 5.5, 2, 1, 1, -20.8421
21, 6, 5, 12, 6, 2, 1, 1, -26.0979
21, 6, 5, 13, 6.5, 2, 1, 1, -31.8154
21, 6, 5, 14, 7, 2, 1, 1, -37.8159
21, 6, 5, 15, 7.5, 2, 1, 1, -43.9277
21, 6, 5, 16, 8, 2, 1, 1, -49.9837
21, 6, 5, 17, 8.5, 2, 1, 1, -55.8086
21, 6, 5, 18, 9, 2, 1, 1, -61.1466
21, 6, 5, 19, 9.5, 2, 1, 1, -65.3735
21, 7, 1, 0, 0, 0, 0, 0, -0.152124
21, 7, 1, 0, 0, 1, 0, 0, 0.136685
21, 7, 1, 1, 0.5, 1, 0, 0, 0.0937715
21, 7, 1, 2, 1, 1, 0, 0, 0.0442576
21, 7, 1, 3, 1.5, 1, 0, 0, -0.0182183
21, 7, 1, 4, 2, 1, 0, 0, -0.106741
21, 7, 1, 5, 2.5, 1, 0, 0, -0.247227
21, 7, 1, 6, 3, 1, 0, 0, -0.479817
21, 7, 1, 7, 3.5, 1, 0, 0, -0.85924
21, 7, 1, 8, 4, 1, 0, 0, -1.46659
21, 7, 1, 9, 4.5, 1, 0, 0, -2.39974
21, 7, 1, 10, 5, 1, 0, 0, -3.76516
21, 7, 1, 11, 5.5, 1, 0, 0, -5.66422
21, 7, 1, 12, 6, 1, 0, 0, -8.07376
21, 7, 1, 13, 6.5, 1, 0, 0, -10.9448
21, 7, 1, 14, 7, 1, 0, 0, -14.2002
21, 7, 1, 15, 7.5, 1, 0, 0, -17.729
21, 7, 1, 16, 8, 1, 0, 0, -21.4108
21, 7, 1, 17, 8.5, 1, 0, 0, -25.0851
21, 7, 1, 18, 9, 1, 0, 0, -28.5365
21, 7, 1, 19, 9.5, 1, 0, 0, -31.2596
21, 7, 1, 0, 0, 2, 0, 0, -0.955777
21, 7, 1, 1, 0.5, 2, 0, 0, -1.10677
21, 7, 1, 2, 1, 2, 0, 0, -1.28818
21, 7, 1, 3, 1.5, 2, 0, 0, -1.51738
21, 7, 1, 4, 2, 2, 0, 0, -1.81675
21, 7, 1, 5, 2.5, 2, 0, 0, -2.19765
21, 7, 1, 6, 3, 2, 0, 0, -2.69232
21, 7, 1, 7, 3.5, 2, 0, 0, -3.33282
21, 7, 1, 8, 4, 2, 0, 0, -4.16766
21, 7, 1, 9, 4.5, 2, 0, 0, -5.25064
21, 7, 1, 10, 5, 2, 0, 0, -6.64889
21, 7, 1, 11, 5.5, 2, 0, 0, -8.45495
21, 7, 1, 12, 6, 2, 0, 0, -10.6712
21, 7, 1, 13, 6.5, 2, 0, 0, -13.2752
21, 7, 1, 14, 7, 2, 0, 0, -16.2217
21, 7, 1, 15, 7.5, 2, 0, 0, -19.4469
21, 7, 1, 16, 8, 2, 0, 0, -22.8692
21, 7, 1, 17, 8.5, 2, 0, 0, -26.3806
21, 7, 1, 18, 9, 2, 0, 0, -29.8043
21, 7, 1, 19, 9.5, 2, 0, 0, -32.6886
21, 7, 1, 0, 0, 1, 0, 1, 0.0791764
21, 7, 1, 1, 0.5, 1, 0, 1, 0.0364828
21, 7, 1, 2, 1, 1, 0, 1, -0.0114986
21, 7, 1, 3, 1.5, 1, 0, 1, -0.0709824
21, 7, 1, 4, 2, 1, 0, 1, -0.155008
21, 7, 1, 5, 2.5, 1, 0, 1, -0.289454
21, 7, 1, 6, 3, 1, 0, 1, -0.512302
21, 7, 1, 7, 3.5, 1, 0, 1, -0.878691
21, 7, 1, 8, 4, 1, 0, 1, -1.46774
21, 7, 1, 9, 4.5, 1, 0, 1, -2.37434
21, 7, 1, 10, 5, 1, 0, 1, -3.70308
21, 7, 1, 11, 5.5, 1, 0, 1, -5.54925
21, 7, 1, 12, 6, 1, 0, 1, -7.89848
21, 7, 1, 13, 6.5, 1, 0, 1, -10.7176
21, 7, 1, 14, 7, 1, 0, 1, -13.9321
21, 7, 1, 15, 7.5, 1, 0, 1, -17.4425
21, 7, 1, 16, 8, 1, 0, 1, -21.1257
21, 7, 1, 17, 8.5, 1, 0, 1, -24.8238
21, 7, 1, 18, 9, 1, 0, 1, -28.3313
21, 7, 1, 19, 9.5, 1, 0, 1, -31.1318
21, 7, 1, 0, 0, 2, 0, 1, -0.957987
21, 7, 1, 1, 0.5, 2, 0, 1, -1.1149
21, 7, 1, 2, 1, 2, 0, 1, -1.30567
21, 7, 1, 3, 1.5, 2, 0, 1, -1.55049
21, 7, 1, 4, 2, 2, 0, 1, -1.86434
21, 7, 1, 5, 2.5, 2, 0, 1, -2.26761
21, 7, 1, 6, 3, 2, 0, 1, -2.78827
21, 7, 1, 7, 3.5, 2, 0, 1, -3.46486
21, 7, 1, 8, 4, 2, 0, 1, -4.34141
21, 7, 1, 9, 4.5, 2, 0, 1, -5.47598
21, 7, 1, 10, 5, 2, 0, 1, -6.93667
21, 7, 1, 11, 5.5, 2, 0, 1, -8.80956
21, 7, 1, 12, 6, 2, 0, 1, -11.0873
21, 7, 1, 13, 6.5, 2, 0, 1, -13.7425
21, 7, 1, 14, 7, 2, 0, 1, -16.7262
21, 7, 1, 15, 7.5, 2, 0, 1, -19.9729
21, 7, 1, 16, 8, 2, 0, 1, -23.4002
21, 7, 1, 17, 8.5, 2, 0, 1, -26.899
21, 7, 1, 18, 9, 2, 0, 1, -30.291
21, 7, 1, 19, 9.5, 2, 0, 1, -33.1118
21, 7, 1, 0, 0, 1, 1, 0, -0.0182544
21, 7, 1, 1, 0.5, 1, 1, 0, -0.0502179
21, 7, 1, 2, 1, 1, 1, 0, -0.0834952
21, 7, 1, 3, 1.5, 1, 1, 0, -0.122492
21, 7, 1, 4, 2, 1, 1, 0, -0.176697
21, 7, 1, 5, 2.5, 1, 1, 0, -0.266605
21, 7, 1, 6, 3, 1, 1, 0, -0.42338
21, 7, 1, 7, 3.5, 1, 1, 0, -0.694263
21, 7, 1, 8, 4, 1, 1, 0, -1.15219
21, 7, 1, 9, 4.5, 1, 1, 0, -1.88878
21, 7, 1, 10, 5, 1, 1, 0, -3.00904
21, 7, 1, 11, 5.5, 1, 1, 0, -4.61468
21, 7, 1, 12, 6, 1, 1, 0, -6.71946
21, 7, 1, 13, 6.5, 1, 1, 0, -9.31515
21, 7, 1, 14, 7, 1, 1, 0, -12.3508
