momset,momnum,naics,region,gravity,davgrid,dav,orderedvio,laginv,violation,datamoment
2,4362,21,7,2,2,1,2,0,0,0
2,4382,21,7,2,2,1,2,0,1,0
2,4402,21,7,2,2,1,1,1,0,0
2,4422,21,7,2,2,1,1,1,1,0
2,4442,21,7,2,2,1,2,1,0,0
2,4462,21,7,2,2,1,2,1,1,0
2,4482,21,7,3,2,1,1,0,0,0
2,4502,21,7,3,2,1,1,0,1,0
2,4522,21,7,3,2,1,2,0,0,0
2,4542,21,7,3,2,1,2,0,1,0
2,4562,21,7,3,2,1,1,1,0,0
2,4582,21,7,3,2,1,1,1,1,0
2,4602,21,7,3,2,1,2,1,0,0
2,4622,21,7,3,2,1,2,1,1,0
2,4642,21,7,4,2,1,1,0,0,0
2,4662,21,7,4,2,1,1,0,1,0
2,4682,21,7,4,2,1,2,0,0,.00007236
2,4702,21,7,4,2,1,2,0,1,0
2,4722,21,7,4,2,1,1,1,0,0
2,4742,21,7,4,2,1,1,1,1,0
2,4762,21,7,4,2,1,2,1,0,0
2,4782,21,7,4,2,1,2,1,1,0
2,4802,21,7,5,2,1,1,0,0,0
2,4822,21,7,5,2,1,1,0,1,0
2,4842,21,7,5,2,1,2,0,0,0
2,4862,21,7,5,2,1,2,0,1,0
2,4882,21,7,5,2,1,1,1,0,0
2,4902,21,7,5,2,1,1,1,1,0
2,4922,21,7,5,2,1,2,1,0,0
2,4942,21,7,5,2,1,2,1,1,0
2,4962,21,8,1,2,1,1,0,0,.00034373
2,4982,21,8,1,2,1,1,0,1,0
2,5002,21,8,1,2,1,2,0,0,.00003373
2,5022,21,8,1,2,1,2,0,1,.00003789
2,5042,21,8,1,2,1,1,1,0,.00005225
2,5062,21,8,1,2,1,1,1,1,0
2,5082,21,8,1,2,1,2,1,0,0
2,5102,21,8,1,2,1,2,1,1,0
2,5122,21,8,2,2,1,1,0,0,0
2,5142,21,8,2,2,1,1,0,1,0
2,5162,21,8,2,2,1,2,0,0,.00021438
2,5182,21,8,2,2,1,2,0,1,0
2,5202,21,8,2,2,1,1,1,0,0
2,5222,21,8,2,2,1,1,1,1,.00034578
2,5242,21,8,2,2,1,2,1,0,0
2,5262,21,8,2,2,1,2,1,1,0
2,5282,21,8,3,2,1,1,0,0,.0002823
2,5302,21,8,3,2,1,1,0,1,0
2,5322,21,8,3,2,1,2,0,0,.00006683
2,5342,21,8,3,2,1,2,0,1,0
2,5362,21,8,3,2,1,1,1,0,0
2,5382,21,8,3,2,1,1,1,1,0
2,5402,21,8,3,2,1,2,1,0,0
2,5422,21,8,3,2,1,2,1,1,0
2,5442,21,8,4,2,1,1,0,0,.00024879
2,5462,21,8,4,2,1,1,0,1,0
2,5482,21,8,4,2,1,2,0,0,.00010911
2,5502,21,8,4,2,1,2,0,1,0
2,5522,21,8,4,2,1,1,1,0,0
2,5542,21,8,4,2,1,1,1,1,.00001191
2,5562,21,8,4,2,1,2,1,0,.00001546
2,5582,21,8,4,2,1,2,1,1,0
2,5602,21,8,5,2,1,1,0,0,.00018069
2,5622,21,8,5,2,1,1,0,1,.00001617
2,5642,21,8,5,2,1,2,0,0,.00002642
2,5662,21,8,5,2,1,2,0,1,5.810e-06
2,5682,21,8,5,2,1,1,1,0,.00001509
2,5702,21,8,5,2,1,1,1,1,5.389e-06
2,5722,21,8,5,2,1,2,1,0,5.389e-06
2,5742,21,8,5,2,1,2,1,1,5.389e-06
2,5762,21,9,1,2,1,1,0,0,0
2,5782,21,9,1,2,1,1,0,1,0
2,5802,21,9,1,2,1,2,0,0,.00771244
2,5822,21,9,1,2,1,2,0,1,.00106501
2,5842,21,9,1,2,1,1,1,0,0
2,5862,21,9,1,2,1,1,1,1,0
2,5882,21,9,1,2,1,2,1,0,0
2,5902,21,9,1,2,1,2,1,1,0
2,5922,21,9,2,2,1,1,0,0,0
2,5942,21,9,2,2,1,1,0,1,0
2,5962,21,9,2,2,1,2,0,0,.0246914
2,5982,21,9,2,2,1,2,0,1,.0123457
2,6002,21,9,2,2,1,1,1,0,0
2,6022,21,9,2,2,1,1,1,1,0
2,6042,21,9,2,2,1,2,1,0,0
2,6062,21,9,2,2,1,2,1,1,0
2,6082,21,9,3,2,1,1,0,0,0
2,6102,21,9,3,2,1,1,0,1,0
2,6122,21,9,3,2,1,2,0,0,0
2,6142,21,9,3,2,1,2,0,1,0
2,6162,21,9,3,2,1,1,1,0,0
2,6182,21,9,3,2,1,1,1,1,0
2,6202,21,9,3,2,1,2,1,0,0
2,6222,21,9,3,2,1,2,1,1,0
2,6242,21,9,4,2,1,1,0,0,0
2,6262,21,9,4,2,1,1,0,1,0
2,6282,21,9,4,2,1,2,0,0,.00062893
2,6302,21,9,4,2,1,2,0,1,0
2,6322,21,9,4,2,1,1,1,0,0
2,6342,21,9,4,2,1,1,1,1,0
2,6362,21,9,4,2,1,2,1,0,0
2,6382,21,9,4,2,1,2,1,1,0
2,6402,21,9,5,2,1,1,0,0,.00088658
2,6422,21,9,5,2,1,1,0,1,0
2,6442,21,9,5,2,1,2,0,0,.011543
2,6462,21,9,5,2,1,2,0,1,.00327319
2,6482,21,9,5,2,1,1,1,0,0
2,6502,21,9,5,2,1,1,1,1,0
2,6522,21,9,5,2,1,2,1,0,.00013369
2,6542,21,9,5,2,1,2,1,1,.00047481
2,6562,21,10,1,2,1,1,0,0,0
2,6582,21,10,1,2,1,1,0,1,0
2,6602,21,10,1,2,1,2,0,0,0
2,6622,21,10,1,2,1,2,0,1,0
2,6642,21,10,1,2,1,1,1,0,0
2,6662,21,10,1,2,1,1,1,1,0
2,6682,21,10,1,2,1,2,1,0,0
2,6702,21,10,1,2,1,2,1,1,0
2,6722,21,10,2,2,1,1,0,0,0
2,6742,21,10,2,2,1,1,0,1,0
2,6762,21,10,2,2,1,2,0,0,0
2,6782,21,10,2,2,1,2,0,1,0
2,6802,21,10,2,2,1,1,1,0,0
2,6822,21,10,2,2,1,1,1,1,0
2,6842,21,10,2,2,1,2,1,0,0
2,6862,21,10,2,2,1,2,1,1,0
2,6882,21,10,4,2,1,1,0,0,0
2,6902,21,10,4,2,1,1,0,1,0
2,6922,21,10,4,2,1,2,0,0,.0010352
2,6942,21,10,4,2,1,2,0,1,0
2,6962,21,10,4,2,1,1,1,0,0
2,6982,21,10,4,2,1,1,1,1,0
2,7002,21,10,4,2,1,2,1,0,0
2,7022,21,10,4,2,1,2,1,1,0
2,7042,21,10,5,2,1,1,0,0,0
2,7062,21,10,5,2,1,1,0,1,0
2,7082,21,10,5,2,1,2,0,0,0
2,7102,21,10,5,2,1,2,0,1,0
2,7122,21,10,5,2,1,1,1,0,0
2,7142,21,10,5,2,1,1,1,1,0
2,7162,21,10,5,2,1,2,1,0,0
2,7182,21,10,5,2,1,2,1,1,0
