NAICS, region, gravity, DAVgrid, DAV, orderedvio, laginv, violation, value
21, 4, 1, 2, 1, 1, 1, 0, -0.431206
21, 4, 1, 3, 1.5, 1, 1, 0, -0.497742
21, 4, 1, 4, 2, 1, 1, 0, -0.598157
21, 4, 1, 5, 2.5, 1, 1, 0, -0.757558
21, 4, 1, 6, 3, 1, 1, 0, -1.01642
21, 4, 1, 7, 3.5, 1, 1, 0, -1.43481
21, 4, 1, 8, 4, 1, 1, 0, -2.09739
21, 4, 1, 9, 4.5, 1, 1, 0, -3.11581
21, 4, 1, 10, 5, 1, 1, 0, -4.62843
21, 4, 1, 11, 5.5, 1, 1, 0, -6.91075
21, 4, 1, 12, 6, 1, 1, 0, -10.0617
21, 4, 1, 13, 6.5, 1, 1, 0, -14.0864
21, 4, 1, 14, 7, 1, 1, 0, -18.9407
21, 4, 1, 15, 7.5, 1, 1, 0, -24.5281
21, 4, 1, 16, 8, 1, 1, 0, -30.7114
21, 4, 1, 17, 8.5, 1, 1, 0, -37.2937
21, 4, 1, 18, 9, 1, 1, 0, -44.0077
21, 4, 1, 19, 9.5, 1, 1, 0, -50.544
21, 4, 1, 0, 0, 1, 1, 1, -0.441579
21, 4, 1, 1, 0.5, 1, 1, 1, -0.513784
21, 4, 1, 2, 1, 1, 1, 1, -0.6236
21, 4, 1, 3, 1.5, 1, 1, 1, -0.800951
21, 4, 1, 4, 2, 1, 1, 1, -1.09159
21, 4, 1, 5, 2.5, 1, 1, 1, -1.56338
21, 4, 1, 6, 3, 1, 1, 1, -2.31007
21, 4, 1, 7, 3.5, 1, 1, 1, -3.45244
21, 4, 1, 8, 4, 1, 1, 1, -5.13667
21, 4, 1, 9, 4.5, 1, 1, 1, -7.52693
21, 4, 1, 10, 5, 1, 1, 1, -10.7827
21, 4, 1, 11, 5.5, 1, 1, 1, -15.0258
21, 4, 1, 12, 6, 1, 1, 1, -20.0855
21, 4, 1, 13, 6.5, 1, 1, 1, -25.8463
21, 4, 1, 14, 7, 1, 1, 1, -32.156
21, 4, 1, 15, 7.5, 1, 1, 1, -38.7927
21, 4, 1, 16, 8, 1, 1, 1, -45.4749
21, 4, 1, 17, 8.5, 1, 1, 1, -51.8867
21, 4, 1, 18, 9, 1, 1, 1, -57.5985
21, 4, 1, 19, 9.5, 1, 1, 1, -61.6867
21, 4, 1, 0, 0, 2, 1, 0, -1.82272
21, 4, 1, 1, 0.5, 2, 1, 0, -2.0417
21, 4, 1, 2, 1, 2, 1, 0, -2.30617
21, 4, 1, 3, 1.5, 2, 1, 0, -2.63173
21, 4, 1, 4, 2, 2, 1, 0, -3.03777
21, 4, 1, 5, 2.5, 2, 1, 0, -3.55337
21, 4, 1, 6, 3, 2, 1, 0, -4.22035
21, 4, 1, 7, 3.5, 2, 1, 0, -5.09464
21, 4, 1, 8, 4, 2, 1, 0, -6.24782
21, 4, 1, 9, 4.5, 2, 1, 0, -7.77012
21, 4, 1, 10, 5, 2, 1, 0, -9.76924
21, 4, 1, 11, 5.5, 2, 1, 0, -12.4651
21, 4, 1, 12, 6, 2, 1, 0, -15.9348
21, 4, 1, 13, 6.5, 2, 1, 0, -20.1428
21, 4, 1, 14, 7, 2, 1, 0, -25.0139
21, 4, 1, 15, 7.5, 2, 1, 0, -30.4337
21, 4, 1, 16, 8, 2, 1, 0, -36.2535
21, 4, 1, 17, 8.5, 2, 1, 0, -42.3
21, 4, 1, 18, 9, 2, 1, 0, -48.3813
21, 4, 1, 19, 9.5, 2, 1, 0, -54.282
21, 4, 1, 0, 0, 2, 1, 1, -2.36603
21, 4, 1, 1, 0.5, 2, 1, 1, -2.70741
21, 4, 1, 2, 1, 2, 1, 1, -3.13507
21, 4, 1, 3, 1.5, 2, 1, 1, -3.6816
21, 4, 1, 4, 2, 2, 1, 1, -4.39349
21, 4, 1, 5, 2.5, 2, 1, 1, -5.33133
21, 4, 1, 6, 3, 2, 1, 1, -6.57298
21, 4, 1, 7, 3.5, 2, 1, 1, -8.21445
21, 4, 1, 8, 4, 2, 1, 1, -10.3683
21, 4, 1, 9, 4.5, 2, 1, 1, -13.1609
21, 4, 1, 10, 5, 2, 1, 1, -16.7273
21, 4, 1, 11, 5.5, 2, 1, 1, -21.1186
21, 4, 1, 12, 6, 2, 1, 1, -26.1496
21, 4, 1, 13, 6.5, 2, 1, 1, -31.6928
21, 4, 1, 14, 7, 2, 1, 1, -37.5893
21, 4, 1, 15, 7.5, 2, 1, 1, -43.6594
21, 4, 1, 16, 8, 2, 1, 1, -49.7054
21, 4, 1, 17, 8.5, 2, 1, 1, -55.493
21, 4, 1, 18, 9, 2, 1, 1, -60.671
21, 4, 1, 19, 9.5, 2, 1, 1, -64.4325
21, 4, 2, 0, 0, 0, 0, 0, -0.500881
21, 4, 2, 0, 0, 1, 0, 0, -0.293914
21, 4, 2, 1, 0.5, 1, 0, 0, -0.319099
21, 4, 2, 2, 1, 1, 0, 0, -0.347664
21, 4, 2, 3, 1.5, 1, 0, 0, -0.383383
21, 4, 2, 4, 2, 1, 0, 0, -0.433416
21, 4, 2, 5, 2.5, 1, 0, 0, -0.505011
21, 4, 2, 6, 3, 1, 0, 0, -0.612338
21, 4, 2, 7, 3.5, 1, 0, 0, -0.780493
21, 4, 2, 8, 4, 1, 0, 0, -1.04791
21, 4, 2, 9, 4.5, 1, 0, 0, -1.47128
21, 4, 2, 10, 5, 1, 0, 0, -2.12835
21, 4, 2, 11, 5.5, 1, 0, 0, -3.18957
21, 4, 2, 12, 6, 1, 0, 0, -4.77477
21, 4, 2, 13, 6.5, 1, 0, 0, -6.94693
21, 4, 2, 14, 7, 1, 0, 0, -9.72447
21, 4, 2, 15, 7.5, 1, 0, 0, -13.0714
21, 4, 2, 16, 8, 1, 0, 0, -16.9028
21, 4, 2, 17, 8.5, 1, 0, 0, -21.0929
21, 4, 2, 18, 9, 1, 0, 0, -25.4809
21, 4, 2, 19, 9.5, 1, 0, 0, -29.8703
21, 4, 2, 0, 0, 1, 0, 1, -0.354104
21, 4, 2, 1, 0.5, 1, 0, 1, -0.391747
21, 4, 2, 2, 1, 1, 0, 1, -0.445909
21, 4, 2, 3, 1.5, 1, 0, 1, -0.523651
21, 4, 2, 4, 2, 1, 0, 1, -0.642698
21, 4, 2, 5, 2.5, 1, 0, 1, -0.831875
21, 4, 2, 6, 3, 1, 0, 1, -1.13552
21, 4, 2, 7, 3.5, 1, 0, 1, -1.61735
21, 4, 2, 8, 4, 1, 0, 1, -2.36431
21, 4, 2, 9, 4.5, 1, 0, 1, -3.49096
21, 4, 2, 10, 5, 1, 0, 1, -5.14117
21, 4, 2, 11, 5.5, 1, 0, 1, -7.4622
21, 4, 2, 12, 6, 1, 0, 1, -10.392
21, 4, 2, 13, 6.5, 1, 0, 1, -13.8758
21, 4, 2, 14, 7, 1, 0, 1, -17.8131
21, 4, 2, 15, 7.5, 1, 0, 1, -22.0659
21, 4, 2, 16, 8, 1, 0, 1, -26.4632
21, 4, 2, 17, 8.5, 1, 0, 1, -30.7919
21, 4, 2, 18, 9, 1, 0, 1, -34.7502
21, 4, 2, 19, 9.5, 1, 0, 1, -37.6853
21, 4, 2, 0, 0, 2, 0, 0, -1.74163
21, 4, 2, 1, 0.5, 2, 0, 0, -1.88023
21, 4, 2, 2, 1, 2, 0, 0, -2.04133
21, 4, 2, 3, 1.5, 2, 0, 0, -2.22338
21, 4, 2, 4, 2, 2, 0, 0, -2.4399
21, 4, 2, 5, 2.5, 2, 0, 0, -2.70072
21, 4, 2, 6, 3, 2, 0, 0, -3.02141
21, 4, 2, 7, 3.5, 2, 0, 0, -3.42458
21, 4, 2, 8, 4, 2, 0, 0, -3.93906
21, 4, 2, 9, 4.5, 2, 0, 0, -4.6078
21, 4, 2, 10, 5, 2, 0, 0, -5.48565
21, 4, 2, 11, 5.5, 2, 0, 0, -6.69518
21, 4, 2, 12, 6, 2, 0, 0, -8.32306
21, 4, 2, 13, 6.5, 2, 0, 0, -10.4107
21, 4, 2, 14, 7, 2, 0, 0, -12.9731
21, 4, 2, 15, 7.5, 2, 0, 0, -15.9916
21, 4, 2, 16, 8, 2, 0, 0, -19.4122
21, 4, 2, 17, 8.5, 2, 0, 0, -23.1498
21, 4, 2, 18, 9, 2, 0, 0, -27.0939
21, 4, 2, 19, 9.5, 2, 0, 0, -31.1067
21, 4, 2, 0, 0, 2, 0, 1, -2.07752
21, 4, 2, 1, 0.5, 2, 0, 1, -2.26479
21, 4, 2, 2, 1, 2, 0, 1, -2.49108
21, 4, 2, 3, 1.5, 2, 0, 1, -2.76386
21, 4, 2, 4, 2, 2, 0, 1, -3.10269
21, 4, 2, 5, 2.5, 2, 0, 1, -3.53093
21, 4, 2, 6, 3, 2, 0, 1, -4.08212
21, 4, 2, 7, 3.5, 2, 0, 1, -4.80321
21, 4, 2, 8, 4, 2, 0, 1, -5.75466
21, 4, 2, 9, 4.5, 2, 0, 1, -7.01617
21, 4, 2, 10, 5, 2, 0, 1, -8.69633
21, 4, 2, 11, 5.5, 2, 0, 1, -10.9005
21, 4, 2, 12, 6, 2, 0, 1, -13.5822
21, 4, 2, 13, 6.5, 2, 0, 1, -16.7114
21, 4, 2, 14, 7, 2, 0, 1, -20.2223
21, 4, 2, 15, 7.5, 2, 0, 1, -24.0213
21, 4, 2, 16, 8, 2, 0, 1, -27.9895
21, 4, 2, 17, 8.5, 2, 0, 1, -31.9741
21, 4, 2, 18, 9, 2, 0, 1, -35.7288
21, 4, 2, 19, 9.5, 2, 0, 1, -38.6157
21, 4, 2, 0, 0, 1, 1, 0, -0.345929
21, 4, 2, 1, 0.5, 1, 1, 0, -0.369212
21, 4, 2, 2, 1, 1, 1, 0, -0.395654
21, 4, 2, 3, 1.5, 1, 1, 0, -0.429281
21, 4, 2, 4, 2, 1, 1, 0, -0.477373
21, 4, 2, 5, 2.5, 1, 1, 0, -0.548408
21, 4, 2, 6, 3, 1, 1, 0, -0.65811
21, 4, 2, 7, 3.5, 1, 1, 0, -0.832747
21, 4, 2, 8, 4, 1, 1, 0, -1.1113
21, 4, 2, 9, 4.5, 1, 1, 0, -1.55008
21, 4, 2, 10, 5, 1, 1, 0, -2.22459
21, 4, 2, 11, 5.5, 1, 1, 0, -3.29908
21, 4, 2, 12, 6, 1, 1, 0, -4.87665
21, 4, 2, 13, 6.5, 1, 1, 0, -7.01559
21, 4, 2, 14, 7, 1, 1, 0, -9.73252
21, 4, 2, 15, 7.5, 1, 1, 0, -12.9985
21, 4, 2, 16, 8, 1, 1, 0, -16.7445
21, 4, 2, 17, 8.5, 1, 1, 0, -20.863
21, 4, 2, 18, 9, 1, 1, 0, -25.2097
21, 4, 2, 19, 9.5, 1, 1, 0, -29.601
21, 4, 2, 0, 0, 1, 1, 1, -0.401617
21, 4, 2, 1, 0.5, 1, 1, 1, -0.437184
21, 4, 2, 2, 1, 1, 1, 1, -0.489451
21, 4, 2, 3, 1.5, 1, 1, 1, -0.567157
21, 4, 2, 4, 2, 1, 1, 1, -0.689521
21, 4, 2, 5, 2.5, 1, 1, 1, -0.886347
21, 4, 2, 6, 3, 1, 1, 1, -1.20227
21, 4, 2, 7, 3.5, 1, 1, 1, -1.70006
21, 4, 2, 8, 4, 1, 1, 1, -2.46358
21, 4, 2, 9, 4.5, 1, 1, 1, -3.60085
21, 4, 2, 10, 5, 1, 1, 1, -5.24048
21, 4, 2, 11, 5.5, 1, 1, 1, -7.52156
21, 4, 2, 12, 6, 1, 1, 1, -10.3839
21, 4, 2, 13, 6.5, 1, 1, 1, -13.7832
21, 4, 2, 14, 7, 1, 1, 1, -17.6369
21, 4, 2, 15, 7.5, 1, 1, 1, -21.8243
21, 4, 2, 16, 8, 1, 1, 1, -26.1917
21, 4, 2, 17, 8.5, 1, 1, 1, -30.5299
21, 4, 2, 18, 9, 1, 1, 1, -34.5278
21, 4, 2, 19, 9.5, 1, 1, 1, -37.5213
21, 4, 2, 0, 0, 2, 1, 0, -1.73366
21, 4, 2, 1, 0.5, 2, 1, 0, -1.8915
21, 4, 2, 2, 1, 2, 1, 0, -2.07245
21, 4, 2, 3, 1.5, 2, 1, 0, -2.28181
21, 4, 2, 4, 2, 2, 1, 0, -2.52934
21, 4, 2, 5, 2.5, 2, 1, 0, -2.82899
21, 4, 2, 6, 3, 2, 1, 0, -3.19746
21, 4, 2, 7, 3.5, 2, 1, 0, -3.65849
21, 4, 2, 8, 4, 2, 1, 0, -4.24562
21, 4, 2, 9, 4.5, 2, 1, 0, -4.99894
21, 4, 2, 10, 5, 2, 1, 0, -5.9746
21, 4, 2, 11, 5.5, 2, 1, 0, -7.29312
21, 4, 2, 12, 6, 2, 1, 0, -9.03133
21, 4, 2, 13, 6.5, 2, 1, 0, -11.2157
21, 4, 2, 14, 7, 2, 1, 0, -13.8484
21, 4, 2, 15, 7.5, 2, 1, 0, -16.9029
21, 4, 2, 16, 8, 2, 1, 0, -20.3242
21, 4, 2, 17, 8.5, 2, 1, 0, -24.0328
21, 4, 2, 18, 9, 2, 1, 0, -27.9262
21, 4, 2, 19, 9.5, 2, 1, 0, -31.8732
21, 4, 2, 0, 0, 2, 1, 1, -2.1132
21, 4, 2, 1, 0.5, 2, 1, 1, -2.32989
21, 4, 2, 2, 1, 2, 1, 1, -2.58774
21, 4, 2, 3, 1.5, 2, 1, 1, -2.90209
21, 4, 2, 4, 2, 2, 1, 1, -3.2903
21, 4, 2, 5, 2.5, 2, 1, 1, -3.78019
21, 4, 2, 6, 3, 2, 1, 1, -4.40687
21, 4, 2, 7, 3.5, 2, 1, 1, -5.21576
21, 4, 2, 8, 4, 2, 1, 1, -6.26761
21, 4, 2, 9, 4.5, 2, 1, 1, -7.63859
21, 4, 2, 10, 5, 2, 1, 1, -9.42926
21, 4, 2, 11, 5.5, 2, 1, 1, -11.726
21, 4, 2, 12, 6, 2, 1, 1, -14.4708
21, 4, 2, 13, 6.5, 2, 1, 1, -17.6267
21, 4, 2, 14, 7, 2, 1, 1, -21.13
21, 4, 2, 15, 7.5, 2, 1, 1, -24.8937
21, 4, 2, 16, 8, 2, 1, 1, -28.807
21, 4, 2, 17, 8.5, 2, 1, 1, -32.722
21, 4, 2, 18, 9, 2, 1, 1, -36.3904
21, 4, 2, 19, 9.5, 2, 1, 1, -39.1819
21, 4, 3, 0, 0, 0, 0, 0, -0.599389
21, 4, 3, 0, 0, 1, 0, 0, -0.408357
21, 4, 3, 1, 0.5, 1, 0, 0, -0.439977
21, 4, 3, 2, 1, 1, 0, 0, -0.479871
21, 4, 3, 3, 1.5, 1, 0, 0, -0.53662
21, 4, 3, 4, 2, 1, 0, 0, -0.624277
21, 4, 3, 5, 2.5, 1, 0, 0, -0.76212
21, 4, 3, 6, 3, 1, 0, 0, -0.982755
21, 4, 3, 7, 3.5, 1, 0, 0, -1.33808
21, 4, 3, 8, 4, 1, 0, 0, -1.90214
21, 4, 3, 9, 4.5, 1, 0, 0, -2.77319
21, 4, 3, 10, 5, 1, 0, 0, -4.0748
21, 4, 3, 11, 5.5, 1, 0, 0, -6.05322
21, 4, 3, 12, 6, 1, 0, 0, -8.8158
21, 4, 3, 13, 6.5, 1, 0, 0, -12.3747
21, 4, 3, 14, 7, 1, 0, 0, -16.6988
21, 4, 3, 15, 7.5, 1, 0, 0, -21.7026
21, 4, 3, 16, 8, 1, 0, 0, -27.2558
21, 4, 3, 17, 8.5, 1, 0, 0, -33.1795
21, 4, 3, 18, 9, 1, 0, 0, -39.2421
21, 4, 3, 19, 9.5, 1, 0, 0, -45.1723
21, 4, 3, 0, 0, 1, 0, 1, -0.488964
21, 4, 3, 1, 0.5, 1, 0, 1, -0.550232
21, 4, 3, 2, 1, 1, 0, 1, -0.646682
21, 4, 3, 3, 1.5, 1, 0, 1, -0.799321
21, 4, 3, 4, 2, 1, 0, 1, -1.04655
21, 4, 3, 5, 2.5, 1, 0, 1, -1.44736
21, 4, 3, 6, 3, 1, 0, 1, -2.08382
21, 4, 3, 7, 3.5, 1, 0, 1, -3.06276
21, 4, 3, 8, 4, 1, 0, 1, -4.51508
21, 4, 3, 9, 4.5, 1, 0, 1, -6.5911
21, 4, 3, 10, 5, 1, 0, 1, -9.44964
21, 4, 3, 11, 5.5, 1, 0, 1, -13.2079
21, 4, 3, 12, 6, 1, 0, 1, -17.7217
21, 4, 3, 13, 6.5, 1, 0, 1, -22.8852
21, 4, 3, 14, 7, 1, 0, 1, -28.5545
21, 4, 3, 15, 7.5, 1, 0, 1, -34.5313
21, 4, 3, 16, 8, 1, 0, 1, -40.5732
21, 4, 3, 17, 8.5, 1, 0, 1, -46.3899
21, 4, 3, 18, 9, 1, 0, 1, -51.5808
21, 4, 3, 19, 9.5, 1, 0, 1, -55.3188
21, 4, 3, 0, 0, 2, 0, 0, -1.87197
21, 4, 3, 1, 0.5, 2, 0, 0, -2.04947
21, 4, 3, 2, 1, 2, 0, 0, -2.2655
21, 4, 3, 3, 1.5, 2, 0, 0, -2.52703
21, 4, 3, 4, 2, 2, 0, 0, -2.84774
21, 4, 3, 5, 2.5, 2, 0, 0, -3.25057
21, 4, 3, 6, 3, 2, 0, 0, -3.76641
21, 4, 3, 7, 3.5, 2, 0, 0, -4.43803
21, 4, 3, 8, 4, 2, 0, 0, -5.32512
21, 4, 3, 9, 4.5, 2, 0, 0, -6.50382
21, 4, 3, 10, 5, 2, 0, 0, -8.07104
21, 4, 3, 11, 5.5, 2, 0, 0, -10.2222
21, 4, 3, 12, 6, 2, 0, 0, -13.0518
21, 4, 3, 13, 6.5, 2, 0, 0, -16.5651
21, 4, 3, 14, 7, 2, 0, 0, -20.7258
21, 4, 3, 15, 7.5, 2, 0, 0, -25.4561
21, 4, 3, 16, 8, 2, 0, 0, -30.6401
21, 4, 3, 17, 8.5, 2, 0, 0, -36.1293
21, 4, 3, 18, 9, 2, 0, 0, -41.7473
21, 4, 3, 19, 9.5, 2, 0, 0, -47.2879
21, 4, 3, 0, 0, 2, 0, 1, -2.31411
21, 4, 3, 1, 0.5, 2, 0, 1, -2.58731
21, 4, 3, 2, 1, 2, 0, 1, -2.92387
21, 4, 3, 3, 1.5, 2, 0, 1, -3.3502
21, 4, 3, 4, 2, 2, 0, 1, -3.89946
21, 4, 3, 5, 2.5, 2, 0, 1, -4.62006
21, 4, 3, 6, 3, 2, 0, 1, -5.57688
21, 4, 3, 7, 3.5, 2, 0, 1, -6.85273
21, 4, 3, 8, 4, 2, 0, 1, -8.54947
21, 4, 3, 9, 4.5, 2, 0, 1, -10.7848
21, 4, 3, 10, 5, 2, 0, 1, -13.6992
21, 4, 3, 11, 5.5, 2, 0, 1, -17.3838
21, 4, 3, 12, 6, 2, 0, 1, -21.7032
21, 4, 3, 13, 6.5, 2, 0, 1, -26.5659
21, 4, 3, 14, 7, 2, 0, 1, -31.8443
21, 4, 3, 15, 7.5, 2, 0, 1, -37.3803
21, 4, 3, 16, 8, 2, 0, 1, -42.9891
21, 4, 3, 17, 8.5, 2, 0, 1, -48.4452
21, 4, 3, 18, 9, 2, 0, 1, -53.4128
21, 4, 3, 19, 9.5, 2, 0, 1, -57.1004
21, 4, 3, 0, 0, 1, 1, 0, -0.459462
21, 4, 3, 1, 0.5, 1, 1, 0, -0.489245
21, 4, 3, 2, 1, 1, 1, 0, -0.527622
21, 4, 3, 3, 1.5, 1, 1, 0, -0.58372
21, 4, 3, 4, 2, 1, 1, 0, -0.671513
21, 4, 3, 5, 2.5, 1, 1, 0, -0.811763
21, 4, 3, 6, 3, 1, 1, 0, -1.0383
21, 4, 3, 7, 3.5, 1, 1, 0, -1.40295
21, 4, 3, 8, 4, 1, 1, 0, -1.97821
21, 4, 3, 9, 4.5, 1, 1, 0, -2.85871
21, 4, 3, 10, 5, 1, 1, 0, -4.16174
21, 4, 3, 11, 5.5, 1, 1, 0, -6.12331
21, 4, 3, 12, 6, 1, 1, 0, -8.83002
21, 4, 3, 13, 6.5, 1, 1, 0, -12.2938
21, 4, 3, 14, 7, 1, 1, 0, -16.4876
21, 4, 3, 15, 7.5, 1, 1, 0, -21.3436
21, 4, 3, 16, 8, 1, 1, 0, -26.7616
21, 4, 3, 17, 8.5, 1, 1, 0, -32.5927
21, 4, 3, 18, 9, 1, 1, 0, -38.6277
21, 4, 3, 19, 9.5, 1, 1, 0, -44.6037
21, 4, 3, 0, 0, 1, 1, 1, -0.536386
21, 4, 3, 1, 0.5, 1, 1, 1, -0.597241
21, 4, 3, 2, 1, 1, 1, 1, -0.694011
21, 4, 3, 3, 1.5, 1, 1, 1, -0.849855
21, 4, 3, 4, 2, 1, 1, 1, -1.10394
21, 4, 3, 5, 2.5, 1, 1, 1, -1.51476
21, 4, 3, 6, 3, 1, 1, 1, -2.16221
21, 4, 3, 7, 3.5, 1, 1, 1, -3.14867
21, 4, 3, 8, 4, 1, 1, 1, -4.59854
21, 4, 3, 9, 4.5, 1, 1, 1, -6.65274
21, 4, 3, 10, 5, 1, 1, 1, -9.44929
21, 4, 3, 11, 5.5, 1, 1, 1, -13.1023
21, 4, 3, 12, 6, 1, 1, 1, -17.4775
21, 4, 3, 13, 6.5, 1, 1, 1, -22.4927
21, 4, 3, 14, 7, 1, 1, 1, -28.035
21, 4, 3, 15, 7.5, 1, 1, 1, -33.9341
21, 4, 3, 16, 8, 1, 1, 1, -39.9672
21, 4, 3, 17, 8.5, 1, 1, 1, -45.8446
21, 4, 3, 18, 9, 1, 1, 1, -51.1423
21, 4, 3, 19, 9.5, 1, 1, 1, -54.9862
21, 4, 3, 0, 0, 2, 1, 0, -1.87645
21, 4, 3, 1, 0.5, 2, 1, 0, -2.08279
21, 4, 3, 2, 1, 2, 1, 0, -2.32946
21, 4, 3, 3, 1.5, 2, 1, 0, -2.6307
21, 4, 3, 4, 2, 2, 1, 0, -3.00207
21, 4, 3, 5, 2.5, 2, 1, 0, -3.46829
21, 4, 3, 6, 3, 2, 1, 0, -4.06447
21, 4, 3, 7, 3.5, 2, 1, 0, -4.83709
21, 4, 3, 8, 4, 2, 1, 0, -5.84656
21, 4, 3, 9, 4.5, 2, 1, 0, -7.16922
21, 4, 3, 10, 5, 2, 1, 0, -8.89542
21, 4, 3, 11, 5.5, 2, 1, 0, -11.2154
21, 4, 3, 12, 6, 2, 1, 0, -14.2041
21, 4, 3, 13, 6.5, 2, 1, 0, -17.8432
21, 4, 3, 14, 7, 2, 1, 0, -22.0815
21, 4, 3, 15, 7.5, 2, 1, 0, -26.8339
21, 4, 3, 16, 8, 2, 1, 0, -31.9854
21, 4, 3, 17, 8.5, 2, 1, 0, -37.3957
21, 4, 3, 18, 9, 2, 1, 0, -42.9015
21, 4, 3, 19, 9.5, 2, 1, 0, -48.3076
21, 4, 3, 0, 0, 2, 1, 1, -2.38523
21, 4, 3, 1, 0.5, 2, 1, 1, -2.70063
21, 4, 3, 2, 1, 2, 1, 1, -3.09071
21, 4, 3, 3, 1.5, 2, 1, 1, -3.58373
21, 4, 3, 4, 2, 2, 1, 1, -4.21819
21, 4, 3, 5, 2.5, 2, 1, 1, -5.04481
21, 4, 3, 6, 3, 2, 1, 1, -6.12937
21, 4, 3, 7, 3.5, 2, 1, 1, -7.55289
21, 4, 3, 8, 4, 2, 1, 1, -9.41099
21, 4, 3, 9, 4.5, 2, 1, 1, -11.8145
21, 4, 3, 10, 5, 2, 1, 1, -14.8869
21, 4, 3, 11, 5.5, 2, 1, 1, -18.6879
21, 4, 3, 12, 6, 2, 1, 1, -23.0718
21, 4, 3, 13, 6.5, 2, 1, 1, -27.9425
21, 4, 3, 14, 7, 2, 1, 1, -33.1753
21, 4, 3, 15, 7.5, 2, 1, 1, -38.6229
21, 4, 3, 16, 8, 2, 1, 1, -44.1127
21, 4, 3, 17, 8.5, 2, 1, 1, -49.4319
21, 4, 3, 18, 9, 2, 1, 1, -54.2516
21, 4, 3, 19, 9.5, 2, 1, 1, -57.7932
21, 4, 4, 0, 0, 0, 0, 0, -0.496585
21, 4, 4, 0, 0, 1, 0, 0, -0.26323
21, 4, 4, 1, 0.5, 1, 0, 0, -0.301547
21, 4, 4, 2, 1, 1, 0, 0, -0.351473
21, 4, 4, 3, 1.5, 1, 0, 0, -0.425201
21, 4, 4, 4, 2, 1, 0, 0, -0.535295
21, 4, 4, 5, 2.5, 1, 0, 0, -0.705725
21, 4, 4, 6, 3, 1, 0, 0, -0.977638
21, 4, 4, 7, 3.5, 1, 0, 0, -1.41118
21, 4, 4, 8, 4, 1, 0, 0, -2.08794
21, 4, 4, 9, 4.5, 1, 0, 0, -3.11503
21, 4, 4, 10, 5, 1, 0, 0, -4.62138
21, 4, 4, 11, 5.5, 1, 0, 0, -6.85381
21, 4, 4, 12, 6, 1, 0, 0, -9.8924
21, 4, 4, 13, 6.5, 1, 0, 0, -13.7105
21, 4, 4, 14, 7, 1, 0, 0, -18.2381
21, 4, 4, 15, 7.5, 1, 0, 0, -23.3521
21, 4, 4, 16, 8, 1, 0, 0, -28.8898
21, 4, 4, 17, 8.5, 1, 0, 0, -34.6544
21, 4, 4, 18, 9, 1, 0, 0, -40.4228
21, 4, 4, 19, 9.5, 1, 0, 0, -45.964
21, 4, 4, 0, 0, 1, 0, 1, -0.362888
21, 4, 4, 1, 0.5, 1, 0, 1, -0.442998
21, 4, 4, 2, 1, 1, 0, 1, -0.563084
21, 4, 4, 3, 1.5, 1, 0, 1, -0.751647
21, 4, 4, 4, 2, 1, 0, 1, -1.05616
21, 4, 4, 5, 2.5, 1, 0, 1, -1.54314
21, 4, 4, 6, 3, 1, 0, 1, -2.30299
21, 4, 4, 7, 3.5, 1, 0, 1, -3.4502
21, 4, 4, 8, 4, 1, 0, 1, -5.1182
21, 4, 4, 9, 4.5, 1, 0, 1, -7.45079
21, 4, 4, 10, 5, 1, 0, 1, -10.5883
21, 4, 4, 11, 5.5, 1, 0, 1, -14.6008
21, 4, 4, 12, 6, 1, 0, 1, -19.3013
21, 4, 4, 13, 6.5, 1, 0, 1, -24.5471
21, 4, 4, 14, 7, 1, 0, 1, -30.1649
21, 4, 4, 15, 7.5, 1, 0, 1, -35.947
21, 4, 4, 16, 8, 1, 0, 1, -41.6681
21, 4, 4, 17, 8.5, 1, 0, 1, -47.0913
21, 4, 4, 18, 9, 1, 0, 1, -51.8885
21, 4, 4, 19, 9.5, 1, 0, 1, -55.3156
21, 4, 4, 0, 0, 2, 0, 0, -1.66608
21, 4, 4, 1, 0.5, 2, 0, 0, -1.83365
21, 4, 4, 2, 1, 2, 0, 0, -2.04256
21, 4, 4, 3, 1.5, 2, 0, 0, -2.29674
21, 4, 4, 4, 2, 2, 0, 0, -2.61466
21, 4, 4, 5, 2.5, 2, 0, 0, -3.01849
21, 4, 4, 6, 3, 2, 0, 0, -3.54158
21, 4, 4, 7, 3.5, 2, 0, 0, -4.23187
21, 4, 4, 8, 4, 2, 0, 0, -5.15178
21, 4, 4, 9, 4.5, 2, 0, 0, -6.38182
21, 4, 4, 10, 5, 2, 0, 0, -8.01972
21, 4, 4, 11, 5.5, 2, 0, 0, -10.2603
21, 4, 4, 12, 6, 2, 0, 0, -13.188
21, 4, 4, 13, 6.5, 2, 0, 0, -16.7898
21, 4, 4, 14, 7, 2, 0, 0, -21.006
21, 4, 4, 15, 7.5, 2, 0, 0, -25.7372
21, 4, 4, 16, 8, 2, 0, 0, -30.8532
21, 4, 4, 17, 8.5, 2, 0, 0, -36.2038
21, 4, 4, 18, 9, 2, 0, 0, -41.6264
21, 4, 4, 19, 9.5, 2, 0, 0, -46.9416
21, 4, 4, 0, 0, 2, 0, 1, -2.08973
21, 4, 4, 1, 0.5, 2, 0, 1, -2.35542
21, 4, 4, 2, 1, 2, 0, 1, -2.69076
21, 4, 4, 3, 1.5, 2, 0, 1, -3.11865
21, 4, 4, 4, 2, 2, 0, 1, -3.67769
